"project_url","project_name","criterion","evidence_field","evidence_value","interpretation","score","max_score","justification"
"https://www.writetothem.com","WriteToThem","C1","political_relevance_summary","WriteToThem addresses democratic participation and citizen engagement. Email your Councillor, MP, MSP, MS, MLA or London Assembly Member for free.","Power imbalance implied; mechanism underspecified; informal or indirect response only","4","12","Implied rather than named power asymmetry. WriteToThem addresses democratic participation and citizen engagement. Email your Councillor, MP, MSP, MS, MLA or London Assembly Member for free."
"https://www.writetothem.com","WriteToThem","C2","communities_served","citizens; campaigners; constituents","Broad population implied; mechanism general; no documented participatory design process","7","20","Broad population implied without mechanism specificity. Served: citizens; campaigners; constituents"
"https://www.writetothem.com","WriteToThem","C3","governance_model","project_of_larger_org","Some participation documented; primarily delivery-stage or consultation-only","5","12","Some participation, limited to delivery or consultation. Governance: project_of_larger_org"
"https://www.writetothem.com","WriteToThem","C4","documented_limitations","Limited to UK political system; Dependent on accurate representative contact data; No guarantee of response from elected officials","Claims made without critique; output-only framing; no failure acknowledgement","4","20","Weak self-examination. Limitations: Limited to UK political system; Dependent on accurate representative contact data; No guarantee of response from elected officials"
"https://www.writetothem.com","WriteToThem","C5","underdog_signal","True","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","1","6","Weak underdog signal. True"
"https://www.writetothem.com","WriteToThem","C6","governance_model","project_of_larger_org","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","3","12","Informs level IAP2. Governance: project_of_larger_org"
"https://www.localintelligencehub.com","Local Intelligence Hub","C1","political_relevance_summary","Local Intelligence Hub addresses enabling broader democratic participation and making civic data accessible and actionable. It has documented policy impact.","Power imbalance implied; mechanism underspecified; informal or indirect response only","4","12","Implied rather than named power asymmetry. Local Intelligence Hub addresses enabling broader democratic participation and making civic data accessible and actionable. It has documented policy i"
"https://www.localintelligencehub.com","Local Intelligence Hub","C2","communities_served","campaigners; organizers; climate advocates; researchers","Broad population implied; mechanism general; no documented participatory design process","7","20","Broad population implied without mechanism specificity. Served: campaigners; organizers; climate advocates; researchers"
"https://www.localintelligencehub.com","Local Intelligence Hub","C3","governance_model","project_of_larger_org","Some participation documented; primarily delivery-stage or consultation-only","4","12","Some participation, limited to delivery or consultation. Governance: project_of_larger_org"
"https://www.localintelligencehub.com","Local Intelligence Hub","C4","documented_limitations","Members-only data not publicly redistributable; Dataset currency varies by partner update frequency","Claims made without critique; output-only framing; no failure acknowledgement","5","20","Weak self-examination. Limitations: Members-only data not publicly redistributable; Dataset currency varies by partner update frequency"
"https://www.localintelligencehub.com","Local Intelligence Hub","C5","underdog_signal","True","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","2","6","Weak underdog signal. True"
"https://www.localintelligencehub.com","Local Intelligence Hub","C6","governance_model","project_of_larger_org","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","2","12","Informs level IAP2. Governance: project_of_larger_org"
"https://web.archive.org","Internet Archive Wayback Machine","C1","political_relevance_summary","Internet Archive Wayback Machine addresses preserving digital information for public accountability and ensuring freedom of information and public access to knowledge. It has documented policy impact.","Power imbalance implied; mechanism underspecified; informal or indirect response only","5","12","Implied rather than named power asymmetry. Internet Archive Wayback Machine addresses preserving digital information for public accountability and ensuring freedom of information and public acc"
"https://web.archive.org","Internet Archive Wayback Machine","C2","communities_served","researchers; journalists; historians; legal professionals; general public; print-disabled users","Broad population implied; mechanism general; no documented participatory design process","7","20","Broad population implied without mechanism specificity. Served: researchers; journalists; historians; legal professionals; general public; print-disabled users"
"https://web.archive.org","Internet Archive Wayback Machine","C3","governance_model","foundation","Some participation documented; primarily delivery-stage or consultation-only","4","12","Some participation, limited to delivery or consultation. Governance: foundation"
"https://web.archive.org","Internet Archive Wayback Machine","C4","documented_limitations","Robots.txt exclusions allow sites to opt out of archiving; Not all web content is preserved (dark web, paywalled, dynamic content); DDoS vulnerability demonstrated October 2024","Claims made without critique; output-only framing; no failure acknowledgement","4","20","Weak self-examination. Limitations: Robots.txt exclusions allow sites to opt out of archiving; Not all web content is preserved (dark web, paywalled, dynamic content); DDoS vulnerability"
"https://web.archive.org","Internet Archive Wayback Machine","C5","underdog_signal","Nonprofit/charity","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","2","6","Weak underdog signal. Nonprofit/charity"
"https://web.archive.org","Internet Archive Wayback Machine","C6","governance_model","foundation","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","1","12","Informs level IAP2. Governance: foundation"
"https://www.theyworkforyou.com","TheyWorkForYou","C1","political_relevance_summary","TheyWorkForYou addresses democratic participation and citizen engagement. Hansard and Official Reports for the UK Parliament, Scottish Parliament, and Northern Ireland Assembly - done right.","Power imbalance implied; mechanism underspecified; informal or indirect response only","4","12","Implied rather than named power asymmetry. TheyWorkForYou addresses democratic participation and citizen engagement. Hansard and Official Reports for the UK Parliament, Scottish Parliament, and"
"https://www.theyworkforyou.com","TheyWorkForYou","C2","communities_served","citizens; researchers; journalists; campaigners; parliamentarians","Broad population implied; mechanism general; no documented participatory design process","7","20","Broad population implied without mechanism specificity. Served: citizens; researchers; journalists; campaigners; parliamentarians"
"https://www.theyworkforyou.com","TheyWorkForYou","C3","governance_model","project_of_larger_org","Some participation documented; primarily delivery-stage or consultation-only","4","12","Some participation, limited to delivery or consultation. Governance: project_of_larger_org"
"https://www.theyworkforyou.com","TheyWorkForYou","C4","documented_limitations","Limited to official parliamentary records; Dependent on data feed quality from parliamentary sources; Coverage gaps for historical records prior to 2004","Claims made without critique; output-only framing; no failure acknowledgement","4","20","Weak self-examination. Limitations: Limited to official parliamentary records; Dependent on data feed quality from parliamentary sources; Coverage gaps for historical records prior to 20"
"https://www.theyworkforyou.com","TheyWorkForYou","C5","underdog_signal","True","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","1","6","Weak underdog signal. True"
"https://www.theyworkforyou.com","TheyWorkForYou","C6","governance_model","project_of_larger_org","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","3","12","Informs level IAP2. Governance: project_of_larger_org"
"https://www.campaigntracker.nl/en","Campaign Tracker","C1","political_relevance_summary","Addresses information asymmetry by improving access to structured knowledge and civic data for informed public participation.","Power imbalance implied; mechanism underspecified; informal or indirect response only","4","12","Implied rather than named power asymmetry. Addresses information asymmetry by improving access to structured knowledge and civic data for informed public participation."
"https://www.campaigntracker.nl/en","Campaign Tracker","C2","communities_served","journalists; researchers; citizens; campaigners; civil society organizations","Broad population implied; mechanism general; no documented participatory design process","7","20","Broad population implied without mechanism specificity. Served: journalists; researchers; citizens; campaigners; civil society organizations"
"https://www.campaigntracker.nl/en","Campaign Tracker","C3","governance_model","foundation","Some participation documented; primarily delivery-stage or consultation-only","4","12","Some participation, limited to delivery or consultation. Governance: foundation"
"https://www.campaigntracker.nl/en","Campaign Tracker","C4","documented_limitations","Coverage limited to major parties and campaigns; Data collection relies on public disclosures which vary in completeness; Real-time data availability constraints","Claims made without critique; output-only framing; no failure acknowledgement","4","20","Weak self-examination. Limitations: Coverage limited to major parties and campaigns; Data collection relies on public disclosures which vary in completeness; Real-time data availability "
"https://www.campaigntracker.nl/en","Campaign Tracker","C5","underdog_signal","True","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","2","6","Weak underdog signal. True"
"https://www.campaigntracker.nl/en","Campaign Tracker","C6","governance_model","foundation","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","2","12","Informs level IAP2. Governance: foundation"
"https://www.opensanctions.org","OpenSanctions","C1","political_relevance_summary","OpenSanctions addresses the civic need for government transparency and open data access, enabling citizens, journalists, and researchers to hold public institutions accountable.","Power imbalance implied; mechanism underspecified; informal or indirect response only","5","12","Implied rather than named power asymmetry. OpenSanctions addresses the civic need for government transparency and open data access, enabling citizens, journalists, and researchers to hold publi"
"https://www.opensanctions.org","OpenSanctions","C2","communities_served","investigators; companies; technologists; financial institutions; researchers; compliance professionals","Broad population implied; mechanism general; no documented participatory design process","7","20","Broad population implied without mechanism specificity. Served: investigators; companies; technologists; financial institutions; researchers; compliance professionals"
"https://www.opensanctions.org","OpenSanctions","C3","governance_model","Open governance with community contributions and advisory board oversight","Some participation documented; primarily delivery-stage or consultation-only","4","12","Some participation, limited to delivery or consultation. Governance: Open governance with community contributions and advisory board oversight"
"https://www.opensanctions.org","OpenSanctions","C4","documented_limitations","Data extraction from free text sources prone to LLM errors including dropped middle names and hallucinated details; Requires human moderation for accuracy","Claims made without critique; output-only framing; no failure acknowledgement","4","20","Weak self-examination. Limitations: Data extraction from free text sources prone to LLM errors including dropped middle names and hallucinated details; Requires human moderation for accu"
"https://www.opensanctions.org","OpenSanctions","C5","underdog_signal","True","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","2","6","Weak underdog signal. True"
"https://www.opensanctions.org","OpenSanctions","C6","governance_model","Open governance with community contributions and advisory board oversight","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","1","12","Informs level IAP2. Governance: Open governance with community contributions and advisory board oversight"
"https://www.mastodonc.com","Mastodon C","C1","political_relevance_summary","Mastodon C addresses making civic data accessible and actionable and improving government service delivery and transparency. It has documented policy impact.","Power imbalance implied; mechanism underspecified; informal or indirect response only","4","12","Implied rather than named power asymmetry. Mastodon C addresses making civic data accessible and actionable and improving government service delivery and transparency. It has documented policy "
"https://www.mastodonc.com","Mastodon C","C2","communities_served","government agencies; civil society organizations; researchers; policymakers","Broad population implied; mechanism general; no documented participatory design process","6","20","Broad population implied without mechanism specificity. Served: government agencies; civil society organizations; researchers; policymakers"
"https://www.mastodonc.com","Mastodon C","C3","governance_model","LLC","Some participation documented; primarily delivery-stage or consultation-only","4","12","Some participation, limited to delivery or consultation. Governance: LLC"
"https://www.mastodonc.com","Mastodon C","C4","documented_limitations","Limited transparency on proprietary analytics methods; Dependency on government contract renewals","Claims made without critique; output-only framing; no failure acknowledgement","5","20","Weak self-examination. Limitations: Limited transparency on proprietary analytics methods; Dependency on government contract renewals"
"https://www.mastodonc.com","Mastodon C","C5","underdog_signal","True","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","2","6","Weak underdog signal. True"
"https://www.mastodonc.com","Mastodon C","C6","governance_model","LLC","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","1","12","Informs level IAP2. Governance: LLC"
"https://whopostedwhat.com","Who Posted What?","C1","political_relevance_summary","Who Posted What? addresses civic data access and transparency. Non-public Facebook keyword search tool for researchers and public interest workers.","Power imbalance implied; mechanism underspecified; informal or indirect response only","5","12","Implied rather than named power asymmetry. Who Posted What? addresses civic data access and transparency. Non-public Facebook keyword search tool for researchers and public interest workers."
"https://whopostedwhat.com","Who Posted What?","C2","communities_served","journalists; researchers; public interest workers; fact-checkers","Broad population implied; mechanism general; no documented participatory design process","7","20","Broad population implied without mechanism specificity. Served: journalists; researchers; public interest workers; fact-checkers"
"https://whopostedwhat.com","Who Posted What?","C3","governance_model","individual","Some participation documented; primarily delivery-stage or consultation-only","4","12","Some participation, limited to delivery or consultation. Governance: individual"
"https://whopostedwhat.com","Who Posted What?","C4","documented_limitations","Instagram date-filtering feature removed May 12, 2021 after Facebook disabled it; Subject to Facebook's anti-scraping detection; Access restricted to approved users working in public interest","Claims made without critique; output-only framing; no failure acknowledgement","4","20","Weak self-examination. Limitations: Instagram date-filtering feature removed May 12, 2021 after Facebook disabled it; Subject to Facebook's anti-scraping detection; Access restricted to "
"https://whopostedwhat.com","Who Posted What?","C5","underdog_signal","True","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","1","6","Weak underdog signal. True"
"https://whopostedwhat.com","Who Posted What?","C6","governance_model","individual","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","1","12","Informs level IAP2. Governance: individual"
"https://violationtrackeruk.goodjobsfirst.org","Violation Tracker UK","C1","political_relevance_summary","Violation Tracker UK addresses civic data access and transparency. Database tracking corporate violations and enforcement actions in the United Kingdom.","Power imbalance implied; mechanism underspecified; informal or indirect response only","4","12","Implied rather than named power asymmetry. Violation Tracker UK addresses civic data access and transparency. Database tracking corporate violations and enforcement actions in the United Kingdo"
"https://violationtrackeruk.goodjobsfirst.org","Violation Tracker UK","C2","communities_served","researchers; journalists; campaigners; citizens; policymakers","Broad population implied; mechanism general; no documented participatory design process","6","20","Broad population implied without mechanism specificity. Served: researchers; journalists; campaigners; citizens; policymakers"
"https://violationtrackeruk.goodjobsfirst.org","Violation Tracker UK","C3","governance_model","project_of_larger_org","Some participation documented; primarily delivery-stage or consultation-only","4","12","Some participation, limited to delivery or consultation. Governance: project_of_larger_org"
"https://violationtrackeruk.goodjobsfirst.org","Violation Tracker UK","C4","documented_limitations","Page content unavailable - JavaScript required to access database","Claims made without critique; output-only framing; no failure acknowledgement","4","20","Weak self-examination. Limitations: Page content unavailable - JavaScript required to access database"
"https://violationtrackeruk.goodjobsfirst.org","Violation Tracker UK","C5","underdog_signal","Nonprofit/charity","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","1","6","Weak underdog signal. Nonprofit/charity"
"https://violationtrackeruk.goodjobsfirst.org","Violation Tracker UK","C6","governance_model","project_of_larger_org","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","1","12","Informs level IAP2. Governance: project_of_larger_org"
"https://www.govocal.com","Go Vocal","C1","political_relevance_summary","Go Vocal addresses democratic participation and citizen engagement. Online community engagement platform for governments.","Power imbalance implied; mechanism underspecified; informal or indirect response only","4","12","Implied rather than named power asymmetry. Go Vocal addresses democratic participation and citizen engagement. Online community engagement platform for governments."
"https://www.govocal.com","Go Vocal","C2","communities_served","government agencies; residents; citizens","Broad population implied; mechanism general; no documented participatory design process","7","20","Broad population implied without mechanism specificity. Served: government agencies; residents; citizens"
"https://www.govocal.com","Go Vocal","C3","governance_model","LLC","Some participation documented; primarily delivery-stage or consultation-only","4","12","Some participation, limited to delivery or consultation. Governance: LLC"
"https://www.govocal.com","Go Vocal","C4","documented_limitations","Limited independent evaluation of impact claims; Proprietary algorithm for AI analysis lacks transparency","Claims made without critique; output-only framing; no failure acknowledgement","4","20","Weak self-examination. Limitations: Limited independent evaluation of impact claims; Proprietary algorithm for AI analysis lacks transparency"
"https://www.govocal.com","Go Vocal","C5","underdog_signal","For-profit/social enterprise","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","1","6","Weak underdog signal. For-profit/social enterprise"
"https://www.govocal.com","Go Vocal","C6","governance_model","LLC","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","3","12","Informs level IAP2. Governance: LLC"
"https://www.govocal.com","Go Vocal","modifier_M4","modifier","M4","Commercial civic engagement platform: institutional and commercial capture risk","-5","","Applied M4 (-5): Commercial civic engagement platform: institutional and commercial capture risk"
"https://www.myaction.center","MyActionCenter","C1","political_relevance_summary","MyActionCenter addresses enabling broader democratic participation and empowering advocacy and civic campaigning.","Generic inequality reference; no specific mechanism named; no formal contestation pathway","3","12","Weak or absent power asymmetry framing. MyActionCenter addresses enabling broader democratic participation and empowering advocacy and civic campaigning."
"https://www.myaction.center","MyActionCenter","C2","communities_served","campaigners; activists; nonprofit organizations; political organizations","Generic beneficiary claims; no named mechanism; no design participation documented","5","20","Generic beneficiaries without exclusion specificity. Served: campaigners; activists; nonprofit organizations; political organizations"
"https://www.myaction.center","MyActionCenter","C3","governance_model","LLC","Minimal participation claims; no multi-stage lifecycle evidence","3","12","Minimal participation claims. Governance: LLC"
"https://www.myaction.center","MyActionCenter","C4","documented_limitations","Requires NationBuilder platform and associated fees; Limited public information on effectiveness metrics","Claims made without critique; output-only framing; no failure acknowledgement","4","20","Weak self-examination. Limitations: Requires NationBuilder platform and associated fees; Limited public information on effectiveness metrics"
"https://www.myaction.center","MyActionCenter","C5","underdog_signal","True","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","1","6","Weak underdog signal. True"
"https://www.myaction.center","MyActionCenter","C6","governance_model","LLC","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","2","12","Informs level IAP2. Governance: LLC"
"https://www.parallelparliament.co.uk","Parallel Parliament","C1","political_relevance_summary","Parallel Parliament addresses gaps in democratic participation by providing tools or platforms that enable citizens and communities to engage more directly in governance and decision-making processes.","Generic inequality reference; no specific mechanism named; no formal contestation pathway","3","12","Weak or absent power asymmetry framing. Parallel Parliament addresses gaps in democratic participation by providing tools or platforms that enable citizens and communities to engage more dir"
"https://www.parallelparliament.co.uk","Parallel Parliament","C2","communities_served","researchers; journalists; campaigners; parliamentarians; policy professionals; citizens","Generic beneficiary claims; no named mechanism; no design participation documented","5","20","Generic beneficiaries without exclusion specificity. Served: researchers; journalists; campaigners; parliamentarians; policy professionals; citizens"
"https://www.parallelparliament.co.uk","Parallel Parliament","C3","governance_model","LLC","Minimal participation claims; no multi-stage lifecycle evidence","3","12","Minimal participation claims. Governance: LLC"
"https://www.parallelparliament.co.uk","Parallel Parliament","C4","documented_limitations","Not documented","Claims made without critique; output-only framing; no failure acknowledgement","4","20","Weak self-examination. Limitations: Not documented"
"https://www.parallelparliament.co.uk","Parallel Parliament","C5","underdog_signal","True","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","1","6","Weak underdog signal. True"
"https://www.parallelparliament.co.uk","Parallel Parliament","C6","governance_model","LLC","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","2","12","Informs level IAP2. Governance: LLC"
"https://www.whatgov.co.uk","WhatGov","C1","political_relevance_summary","WhatGov addresses democratic participation and citizen engagement. Parliament, Clearly.","Generic inequality reference; no specific mechanism named; no formal contestation pathway","3","12","Weak or absent power asymmetry framing. WhatGov addresses democratic participation and citizen engagement. Parliament, Clearly."
"https://www.whatgov.co.uk","WhatGov","C2","communities_served","citizens; researchers; campaigners; journalists","Generic beneficiary claims; no named mechanism; no design participation documented","5","20","Generic beneficiaries without exclusion specificity. Served: citizens; researchers; campaigners; journalists"
"https://www.whatgov.co.uk","WhatGov","C3","governance_model","foundation","Minimal participation claims; no multi-stage lifecycle evidence","3","12","Minimal participation claims. Governance: foundation"
"https://www.whatgov.co.uk","WhatGov","C4","documented_limitations","Not documented","Claims made without critique; output-only framing; no failure acknowledgement","4","20","Weak self-examination. Limitations: Not documented"
"https://www.whatgov.co.uk","WhatGov","C5","underdog_signal","Nonprofit/charity","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","1","6","Weak underdog signal. Nonprofit/charity"
"https://www.whatgov.co.uk","WhatGov","C6","governance_model","foundation","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","2","12","Informs level IAP2. Governance: foundation"
"https://www.publiceditor.io","Public Editor","C1","political_relevance_summary","Public Editor addresses civic technology. Platform for collaborative fact-checking and editorial transparency in journalism.","Generic inequality reference; no specific mechanism named; no formal contestation pathway","3","12","Weak or absent power asymmetry framing. Public Editor addresses civic technology. Platform for collaborative fact-checking and editorial transparency in journalism."
"https://www.publiceditor.io","Public Editor","C2","communities_served","journalists; media organizations; readers","Generic beneficiary claims; no named mechanism; no design participation documented","5","20","Generic beneficiaries without exclusion specificity. Served: journalists; media organizations; readers"
"https://www.publiceditor.io","Public Editor","C3","governance_model","centralized","Some participation documented; primarily delivery-stage or consultation-only","4","12","Some participation, limited to delivery or consultation. Governance: centralized"
"https://www.publiceditor.io","Public Editor","C4","documented_limitations","Not documented","Claims made without critique; output-only framing; no failure acknowledgement","4","20","Weak self-examination. Limitations: Not documented"
"https://www.publiceditor.io","Public Editor","C5","underdog_signal","For-profit/social enterprise","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","1","6","Weak underdog signal. For-profit/social enterprise"
"https://www.publiceditor.io","Public Editor","C6","governance_model","centralized","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","1","12","Informs level IAP2. Governance: centralized"
"https://www.csail.mit.edu/research/wikum-bridging-discussion-systems-and-wikis-collective-summarization","Wikum","C1","political_relevance_summary","Wikum addresses democratic participation and citizen engagement. Tools for communities to collectively summarize large online discussions and manage embedded knowledge.","Generic inequality reference; no specific mechanism named; no formal contestation pathway","3","12","Weak or absent power asymmetry framing. Wikum addresses democratic participation and citizen engagement. Tools for communities to collectively summarize large online discussions and manage e"
"https://www.csail.mit.edu/research/wikum-bridging-discussion-systems-and-wikis-collective-summarization","Wikum","C2","communities_served","researchers; online communities; discussion participants","Generic beneficiary claims; no named mechanism; no design participation documented","5","20","Generic beneficiaries without exclusion specificity. Served: researchers; online communities; discussion participants"
"https://www.csail.mit.edu/research/wikum-bridging-discussion-systems-and-wikis-collective-summarization","Wikum","C3","governance_model","project_of_larger_org","Some participation documented; primarily delivery-stage or consultation-only","4","12","Some participation, limited to delivery or consultation. Governance: project_of_larger_org"
"https://www.csail.mit.edu/research/wikum-bridging-discussion-systems-and-wikis-collective-summarization","Wikum","C4","documented_limitations","Research paper documents limitations of recursive summarization approach","Claims made without critique; output-only framing; no failure acknowledgement","4","20","Weak self-examination. Limitations: Research paper documents limitations of recursive summarization approach"
"https://www.csail.mit.edu/research/wikum-bridging-discussion-systems-and-wikis-collective-summarization","Wikum","C5","underdog_signal","True","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","1","6","Weak underdog signal. True"
"https://www.csail.mit.edu/research/wikum-bridging-discussion-systems-and-wikis-collective-summarization","Wikum","C6","governance_model","project_of_larger_org","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","1","12","Informs level IAP2. Governance: project_of_larger_org"
"https://www.plinth.org.uk","Plinth","C1","political_relevance_summary","Plinth addresses civic data access and transparency. AI-powered platform helping organisations deliver, measure and fund community impact.","Generic inequality reference; no specific mechanism named; no formal contestation pathway","3","12","Weak or absent power asymmetry framing. Plinth addresses civic data access and transparency. AI-powered platform helping organisations deliver, measure and fund community impact."
"https://www.plinth.org.uk","Plinth","C2","communities_served","charities; community organisations; local authorities; grantmaking funders; housing associations; family hubs","Generic beneficiary claims; no named mechanism; no design participation documented","5","20","Generic beneficiaries without exclusion specificity. Served: charities; community organisations; local authorities; grantmaking funders; housing associations; family hubs"
"https://www.plinth.org.uk","Plinth","C3","governance_model","LLC","Minimal participation claims; no multi-stage lifecycle evidence","3","12","Minimal participation claims. Governance: LLC"
"https://www.plinth.org.uk","Plinth","C4","documented_limitations","{'description': 'Used by local authorities for Holiday & Activity Food (HAF) programme management and DfE reporting', 'link': None, 'year': None}; {'description': 'Deployed for Crisis & Resilience Fund delivery with multi-agency referral coordination', 'link': None, 'year': None}","Claims made without critique; output-only framing; no failure acknowledgement","4","20","Weak self-examination. Limitations: {'description': 'Used by local authorities for Holiday & Activity Food (HAF) programme management and DfE reporting', 'link': None, 'year': None}; {'d"
"https://www.plinth.org.uk","Plinth","C5","underdog_signal","For-profit/social enterprise","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","1","6","Weak underdog signal. For-profit/social enterprise"
"https://www.plinth.org.uk","Plinth","C6","governance_model","LLC","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","1","12","Informs level IAP2. Governance: LLC"
"https://voteforpolicies.org.uk","Vote for Policies","C1","political_relevance_summary","Vote for Policies addresses democratic participation and citizen engagement. Compare political party policies without knowing which party they belong to, helping voters make informed decisions.","Generic inequality reference; no specific mechanism named; no formal contestation pathway","3","12","Weak or absent power asymmetry framing. Vote for Policies addresses democratic participation and citizen engagement. Compare political party policies without knowing which party they belong "
"https://voteforpolicies.org.uk","Vote for Policies","C2","communities_served","voters; citizens","Generic beneficiary claims; no named mechanism; no design participation documented","5","20","Generic beneficiaries without exclusion specificity. Served: voters; citizens"
"https://voteforpolicies.org.uk","Vote for Policies","C3","governance_model","foundation","Minimal participation claims; no multi-stage lifecycle evidence","3","12","Minimal participation claims. Governance: foundation"
"https://voteforpolicies.org.uk","Vote for Policies","C4","documented_limitations","Project discontinued after 2024 election; No longer developing Manifesto Tracker","Claims made without critique; output-only framing; no failure acknowledgement","3","20","Weak self-examination. Limitations: Project discontinued after 2024 election; No longer developing Manifesto Tracker"
"https://voteforpolicies.org.uk","Vote for Policies","C5","underdog_signal","True","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","1","6","Weak underdog signal. True"
"https://voteforpolicies.org.uk","Vote for Policies","C6","governance_model","foundation","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","2","12","Informs level IAP2. Governance: foundation"
"https://www.govtrack.us","GovTrack.us","C1","political_relevance_summary","GovTrack.us addresses democratic participation and citizen engagement. Tracking the U.S. Congress and the White House to make a more open and accountable government.","Generic inequality reference; no specific mechanism named; no formal contestation pathway","3","12","Weak or absent power asymmetry framing. GovTrack.us addresses democratic participation and citizen engagement. Tracking the U.S. Congress and the White House to make a more open and accounta"
"https://www.govtrack.us","GovTrack.us","C2","communities_served","citizens; journalists; researchers; educators; advocates; congressional staff","Generic beneficiary claims; no named mechanism; no design participation documented","5","20","Generic beneficiaries without exclusion specificity. Served: citizens; journalists; researchers; educators; advocates; congressional staff"
"https://www.govtrack.us","GovTrack.us","C3","governance_model","project_of_larger_org","Minimal participation claims; no multi-stage lifecycle evidence","3","12","Minimal participation claims. Governance: project_of_larger_org"
"https://www.govtrack.us","GovTrack.us","C4","documented_limitations","Limited real-time data updates; Incomplete historical legislative data for early sessions; Dependent on external data sources for accuracy","Claims made without critique; output-only framing; no failure acknowledgement","4","20","Weak self-examination. Limitations: Limited real-time data updates; Incomplete historical legislative data for early sessions; Dependent on external data sources for accuracy"
"https://www.govtrack.us","GovTrack.us","C5","underdog_signal","Nonprofit/charity","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","1","6","Weak underdog signal. Nonprofit/charity"
"https://www.govtrack.us","GovTrack.us","C6","governance_model","project_of_larger_org","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","1","12","Informs level IAP2. Governance: project_of_larger_org"
"https://www.openorigins.com","OpenOrigins","C1","political_relevance_summary","OpenOrigins addresses the erosion of trust in visual media by providing content authentication tools that help verify the provenance of images and video, combating deepfakes and manipulated content in political discourse.","Generic inequality reference; no specific mechanism named; no formal contestation pathway","3","12","Weak or absent power asymmetry framing. OpenOrigins addresses the erosion of trust in visual media by providing content authentication tools that help verify the provenance of images and vid"
"https://www.openorigins.com","OpenOrigins","C2","communities_served","journalists; media organizations; researchers; citizens","Generic beneficiary claims; no named mechanism; no design participation documented","5","20","Generic beneficiaries without exclusion specificity. Served: journalists; media organizations; researchers; citizens"
"https://www.openorigins.com","OpenOrigins","C3","governance_model","LLC","Minimal participation claims; no multi-stage lifecycle evidence","3","12","Minimal participation claims. Governance: LLC"
"https://www.openorigins.com","OpenOrigins","C4","documented_limitations","Not documented","Claims made without critique; output-only framing; no failure acknowledgement","3","20","Weak self-examination. Limitations: Not documented"
"https://www.openorigins.com","OpenOrigins","C5","underdog_signal","For-profit/social enterprise","Weak underdog signal; institutional or well-resourced context; limited exclusion specificity","1","6","Weak underdog signal. For-profit/social enterprise"
"https://www.openorigins.com","OpenOrigins","C6","governance_model","LLC","Informs (IAP2 level 1); primarily one-way information flow; limited reciprocity","1","12","Informs level IAP2. Governance: LLC"
"https://www.agenciesforgood.org","Agencies for Good","C1","political_relevance_summary","Addresses barriers to meaningful citizen participation in democratic decision-making by providing tools for public engagement and deliberation.","Generic inequality reference; no specific mechanism named; no formal contestation pathway","3","12","Weak or absent power asymmetry framing. Addresses barriers to meaningful citizen participation in democratic decision-making by providing tools for public engagement and deliberation."
"https://www.agenciesforgood.org","Agencies for Good","C2","communities_served","tech agencies; consultancies; freelancers; social impact organizations","Generic beneficiary claims; no named mechanism; no design participation documented","5","20","Generic beneficiaries without exclusion specificity. Served: tech agencies; consultancies; freelancers; social impact organizations"
"https://www.agenciesforgood.org","Agencies for Good","C3","governance_model","cooperative","Minimal participation claims; no multi-stage lifecycle evidence","3","12","Minimal participation claims. Governance: cooperative"
