rank,name,url,score,criteria_score,modifier_adj,completeness,uncertainty,pop_risk,primary_driver,rationale
201,"Logos","https://logos.co/",24.4,20,0,0.50,HIGH,NONE,criteria,"Privacy/censorship resistance tool; moderate C1; limited community centering; HIGH uncertainty from low completeness"
202,"Members' Interests","https://membersinterests.org.uk",24.4,20,0,0.50,HIGH,NONE,criteria,"Parliamentary accountability tool; moderate C1+C4; 404 access; HIGH uncertainty"
203,"OpenBudgets.eu","https://openbudgets.eu",24.4,20,0,0.6,MEDIUM,NONE,criteria,"OpenBudgets.eu made EU budget data more accessible and analysable — a transparency function for fiscal accountability. At informs level democratic depth, this serves analysts rather than giving affected communities any formal mechanism to contest budget allocations."
204,"Turbo Phonebank","https://turbophonebank.com",24.4,20,0,0.5,MEDIUM,NONE,criteria,"Turbo Phonebank is a free grassroots tool for campaign canvassing that lowers the resource barrier for volunteer-driven advocacy. The single-maintainer structure earns C5 credit. The beneficiaries are campaigners and organisers, who are not structurally excluded in the sense this constitution rewards most highly."
205,"Violation Tracker UK","https://violationtrackeruk.goodjobsfirst.org",24.4,20,0,0.4,HIGH,NONE,criteria,"A database of corporate violations and enforcement actions is useful accountability infrastructure, but the thin dossier (JS required to access the database) limits what I can assess. The information is primarily useful to researchers and journalists rather than the workers or communities harmed by the violations."
206,"CKAN","https://ckan.org",23.2,19,0,0.80,LOW,HIGH,criteria,"Government open data management infrastructure without explicit equity mandate; pop_risk HIGH as global government data standard; UK/World Bank/EU Commission backing; researchers/government not excluded populations"
207,"Sugartrail","https://github.com/ribenamaplesyrup/sugartrail",23.2,19,0,0.55,HIGH,NONE,criteria,"Corporate network analysis; moderate C5 underdog signal; limited community engagement"
208,"Kialo","https://kialo.com",23.2,19,0,0.60,MEDIUM,NONE,criteria,"Structured debate platform; moderate C6; limited excluded population focus"
209,"DemTech Navigator","https://navigator.oii.ox.ac.uk",23.2,19,0,0.55,MEDIUM,NONE,criteria,"Democratic technology navigator; moderate C4; academic framing limits community centering"
210,"Citizens Advice Tableau Public Profile","https://public.tableau.com/app/profile/citizensadvice/vizzes",23.2,19,0,0.4,MEDIUM,NONE,criteria,"Citizens Advice's data visualisations track client demographics and advice issues — the underlying data is about people facing financial difficulty, housing problems, and benefit denials. But the visualisations serve researchers and policymakers rather than the affected clients; there is no documented mechanism for the data to feed back into service improvement co-designed with clients."
211,"Go Vocal","https://www.govocal.com",23.0,23,-5,0.45,HIGH,NONE,criteria,"A commercial government engagement platform with some documentation of community consultation outcomes. I apply M4 at moderate magnitude because the proprietary algorithm for AI analysis lacks transparency, which is precisely the governance gap I look for in tools used to synthesize public participation data — the translation from community input to policy recommendation is hidden inside a commercial product."
212,"OA.Report","https://oa.report",22.0,18,0,0.60,MEDIUM,NONE,criteria,"Open access reporting tool; moderate C1+C4; academic infrastructure without community focus"
213,"OSINT Framework","https://osintframework.com",22.0,18,0,0.5,MEDIUM,NONE,criteria,"OSINT Framework provides a curated toolkit for open source intelligence gathering — primarily useful for journalists, investigators, and security researchers. The individual/grassroots maintenance and thin documentation earn C5 credit. The tool is neutral infrastructure that could serve investigative accountability as easily as surveillance."
214,"The List","https://the-list.uk",22.0,18,0,0.5,MEDIUM,NONE,criteria,"The List is a single-person resource tracking UK trust and foundation funding changes — genuinely useful for cash-strapped small charities navigating the funding ecosystem. The reliance on community-submitted data and honest sustainability concerns earn it C5 credit. This is primarily institutional information flow rather than a power correction for the communities that the charities serve."
215,"MyActionCenter","https://www.myaction.center",22.0,18,0,0.4,HIGH,NONE,criteria,"Activist coordination tools for organized campaigns have value in the democratic infrastructure, but the primary users — nonprofits and political organizations — are already-organized actors, and the tool requires NationBuilder platform access with associated fees."
216,"Parallel Parliament","https://www.parallelparliament.co.uk",22.0,18,0,0.45,HIGH,NONE,criteria,"Parliamentary tracking with live transcripts and bill amendment tracking is useful civic infrastructure for researchers and policy professionals. The underdog signal for a small commercial startup is real. The primary limitation is that the beneficiaries are professionals and researchers rather than communities excluded from political processes."
217,"WhatGov","https://www.whatgov.co.uk",22.0,18,0,0.35,HIGH,NONE,criteria,"Parliament, Clearly — a useful simplification layer on parliamentary information, but the sparse dossier and generic citizen framing prevent a higher score. The tool informs rather than empowers, and there is no documented engagement with how it reaches communities excluded from political processes by literacy, language, or digital access barriers."
218,"Public Editor","https://www.publiceditor.io",22.0,18,0,0.35,HIGH,NONE,criteria,"Collaborative fact-checking has epistemic accountability value, but the sparse dossier prevents a full assessment. The beneficiaries (journalists, media organizations, readers) are primarily professional and engaged civic actors. There is no evidence of community engagement with the tool's design or critical examination of whether collaborative fact-checking redistributes epistemic authority or consolidates it in media institutions."
219,"Wikum","https://www.csail.mit.edu/research/wikum-bridging-discussion-systems-and-wikis-collective-summarization",22.0,18,0,0.4,HIGH,NONE,criteria,"Collective summarization of large online discussions is an interesting deliberative infrastructure tool. The academic context limits the evidence base for real-world deployment and community impact. The score reflects genuine democratic depth potential without evidence that this has been deployed at scale with excluded populations."
220,"EDGAR","https://github.com/bellingcat/edgar",21.4,20,-3,0.60,MEDIUM,NONE,modifier,"M6 applied: technical CLI tool for SEC data retrieval; journalists/researchers not excluded populations; Bellingcat backing; no community governance dimension"
221,"Contracts for Data Collaboration","https://theodi.org/article/contracts-for-data-collaboration",21.4,20,-3,0.60,MEDIUM,NONE,modifier,"M6 applied: academic data governance framework document; researchers/policymakers as users; Berkman Klein/Mozilla/NSF funding; technical framing without community engagement"
222,"Fatebook","https://fatebook.io",21.4,20,-3,0.70,MEDIUM,NONE,modifier,"M6 applied: prediction market framing treats civic information as optimisation problem; researchers/forecasters not excluded populations; Open Philanthropy/SFF funding; LLC governance"
223,"Nym","https://nymtech.net",20.7,17,0,0.65,MEDIUM,NONE,criteria,"Privacy network infrastructure; moderate C1; limited community centering and participatory design"
224,"Plinth","https://www.plinth.org.uk",20.7,17,0,0.5,MEDIUM,NONE,criteria,"AI platform for measuring community impact and managing government programs has genuine infrastructure value for charities and local authorities. The HAF programme management use-case is concrete. What limits the score is that the direct beneficiaries are organizations (charities, funders) rather than communities, and there is no evidence that the platform critically examines whether its measurement frameworks capture what matters to the communities being served."
225,"Vote for Policies","https://voteforpolicies.org.uk",20.7,17,0,0.4,HIGH,NONE,criteria,"Blind policy comparison for voters is a genuinely useful epistemic tool for reducing tribal voting. The project is now discontinued after the 2024 election. The underdog signal for a nonprofit tool that shut down is real. The primary limitation is that informing voters without examining which communities have least access to policy information leaves the structural question unanswered."
226,"GovTrack.us","https://www.govtrack.us",20.7,17,0,0.6,LOW,NONE,criteria,"US congressional tracking with voting records and legislative data is a solid transparency platform, but the beneficiaries — citizens, journalists, advocates — are primarily already-engaged civic actors. The score reflects information asymmetry correction without structural power redistribution or community-centring."
227,"CharmVerse","https://charmverse.io",20.2,19,-3,0.65,MEDIUM,NONE,modifier,"M6 applied: web3 community platform for DAO operators; DAO operators not excluded populations; Coinbase Ventures/Polychain backing; no civic governance dimension"
228,"Harmonica","https://harmonica.chat/",19.6,21,-6,0.55,HIGH,NONE,modifier,"M4 applied: AI collecting/synthesising stakeholder views without transparent governance for data use; reduces score from raw 25.6"
229,"NumFOCUS","https://numfocus.org",19.5,16,0,0.70,LOW,NONE,criteria,"Open source scientific computing; moderate C3; limited political/equity framing"
230,"Open Council Data UK","https://opencouncildata.co.uk",19.5,16,0,0.6,MEDIUM,NONE,criteria,"Open Council Data UK provides structured data on UK councillor compositions — useful for researchers and campaigners tracking political representation. The for-profit structure and researcher/campaigner beneficiary framing positions this firmly in the data infrastructure space without engaging with the communities underrepresented in the councils being tracked."
231,"Open Science Framework","https://osf.io",19.5,16,0,0.6,MEDIUM,HIGH,criteria,"OSF improves research transparency and reproducibility — important for the quality of public knowledge, but primarily valuable to researchers, funders, and institutions. The popularity risk flag reflects OSF's well-established position in research infrastructure. The generic beneficiary framing and absent community engagement limit scoring; this is not a disadvantaged project."
232,"PostBug","https://postbug.com",19.5,16,0,0.4,MEDIUM,NONE,criteria,"PostBug enables postcard campaigns to power — a simple tactile advocacy tool. The dossier is thin on evidence of actual use, outcomes, or excluded population targeting. This is a facilitation tool at consults level: it makes expressing opposition or support easier but does nothing structural about whether decision-makers respond."
233,"Shareyourpaper.org","https://shareyourpaper.org",19.5,16,0,0.4,MEDIUM,NONE,criteria,"Shareyourpaper.org helps researchers legally deposit their papers for open access — an important compliance support tool. The benefit flows primarily to researchers and to readers in under-resourced institutions. This is a smoother version of an existing pathway rather than a mechanism that challenges the structural incentives maintaining the paywall publishing model."
234,"UrbanistAI","https://site.urbanistai.com",19.5,25,-11,0.5,HIGH,NONE,modifier,"UrbanistAI's AI-powered participatory planning raises exactly the concern from my SKEPSIS work: collective intelligence framing that could function as a legitimacy tactic for planning decisions already made. The documented absence of any independent evaluation, AI bias transparency, or methodology publication is precisely what M4 penalises."
235,"Spacetube","https://spacetu.be",19.5,16,0,0.4,HIGH,NONE,criteria,"Spacetube's group-to-group Matrix chat enables inter-group communication without both groups needing to share a server — a useful feature for distributed organising. The underdog signal earns C5 credit. Without evidence of who uses it, what communities it serves, or any power analysis, this is infrastructure of uncertain impact."
236,"OpenOrigins","https://www.openorigins.com",19.5,16,0,0.35,HIGH,NONE,criteria,"Content authentication to combat deepfakes addresses a real epistemic power asymmetry in visual media. The sparse dossier prevents a full assessment. The primary beneficiaries are journalists and media organizations; there is no evidence of engagement with communities most affected by deepfake-based disinformation, and no self-examination of whether authentication tools centralize verification authority in institutions."
237,"Agencies for Good","https://www.agenciesforgood.org",19.5,16,0,0.4,HIGH,NONE,criteria,"A network of tech-for-good agencies and freelancers is infrastructure for civic technology supply rather than demand — it helps build better tools rather than directly addressing power asymmetries. The cooperative governance model is a genuine structural signal. The score is limited by the professional-sector beneficiaries."
238,"Shared Digital Guides","https://www.shareddigitalguides.org.uk",19.5,16,0,0.4,HIGH,NONE,criteria,"Guides for nonprofits to use digital tools for social good has infrastructure value for the charity sector. The score is limited by the professional-sector focus and acknowledged absence of a formal evidence base for impact."
239,"Theft Bisect","https://onodi.co/bisect/",19.0,18,-3,0.6,MEDIUM,NONE,criteria,"Theft Bisect is a clever individual tool addressing a specific institutional policy (British Transport Police's footage review limit), and the honest acknowledgement of GDPR concerns shows some critical awareness. The M6 reduction reflects the primarily technical framing — this addresses an efficiency problem rather than examining the structural relationship between policing, surveillance infrastructure, and who bears the costs of bike theft in different communities."
240,"Charity Digital Skills Report","https://mediatrust.org/charity-digital-skills-report",19.0,18,-3,0.65,LOW,NONE,modifier,"M6 applied: annual informational survey of sector professionals; charity professionals not excluded populations; Media Trust project; no community empowerment"
241,"Global Fact-Check Bot","https://globalfactcheck.bot/",18.4,20,-6,0.65,MEDIUM,NONE,modifier,"M4 applied: AI fact-checking expanding epistemic authority without clear governance for contested claims"
242,"MapIt","https://mapit.mysociety.org",18.3,15,0,0.70,LOW,NONE,criteria,"Geographic boundary API; limited equity or community framing; mySociety infrastructure tool"
243,"Metaculus","https://metaculus.com",18.3,15,0,0.65,MEDIUM,NONE,criteria,"Prediction market platform; limited excluded population focus or community empowerment"
244,"Nestr","https://nestr.io",18.3,15,0,0.60,MEDIUM,NONE,criteria,"Organisational governance tool; limited evidence of excluded population centering"
245,"ORCID","https://orcid.org",18.3,15,0,0.6,MEDIUM,HIGH,criteria,"ORCID solves a real attribution problem in research infrastructure, and the effort to monitor adoption disparities across regions and disciplines is noted. But this is infrastructure serving researchers and institutions, not excluded populations; the power asymmetries it addresses (author disambiguation, citation attribution) are internal to the research system rather than structural exclusions with civic consequences."
246,"Open Data Communities","https://opendatacommunities.org",18.3,15,0,0.6,MEDIUM,NONE,criteria,"Open Data Communities published important datasets on deprivation, housing, and planning — data that underpins much civic research. The announced discontinuation in March 2025 means this is infrastructure being withdrawn. The government institutional origin limits C5; the observational methodology and researcher beneficiaries limit C2 and C3."
247,"Timecounts","https://timecounts.org",18.3,15,0,0.4,MEDIUM,NONE,criteria,"Timecounts is a volunteer management platform for nonprofits and community organisations. No mechanism for excluded community voice in design or governance."
248,"Discourse","https://www.discourse.org",18.3,15,0,0.5,MEDIUM,NONE,criteria,"Forum software with community management features. The primary beneficiaries are tech companies and product teams, not communities facing structural exclusion. Discourse enables conversation but is primarily serving resource-rich organizations — the documented challenges around moderation at scale and technical expertise requirements mean it is less accessible to community organizations with limited technical capacity."
249,"Collaborative Data Patterns","https://theodi.org/guides/collaborative-data-patterns",17.7,17,-3,0.65,LOW,NONE,modifier,"M6 applied: technical ODI guidebook for data practitioners; data practitioners not excluded populations; Open Data Institute project; purely informational"
250,"DAO Governance Surfaces","https://github.com/notchia/dao-governance-surfaces",17.7,17,-3,0.55,HIGH,NONE,modifier,"M6 applied: technical blockchain analysis without community engagement framing"
251,"Radicle","https://radicle.xyz",17.7,17,-3,0.4,HIGH,NONE,modifier,"Radicle's peer-to-peer sovereign code forge addresses developer dependency on centralised platforms — a real digital sovereignty concern. The M6 reduction reflects that the technical framing of platform independence doesn't engage with the governance questions of who benefits from open source infrastructure and who is structurally excluded from participating in it."
252,"Viewpoints","https://viewpoints.xyz",17.7,17,-3,0.4,HIGH,NONE,criteria,"AI-powered polls and consensus building for meetings and events. The absence of any published research on poll accuracy or bias, combined with undocumented AI methodology, makes it impossible to assess whether the consensus mechanisms are actually representative or reflect algorithmic artifacts. I apply M6 weakly for the technical framing that doesn't engage with governance dimensions."
253,"semanticClimate","https://semanticclimate.github.io",17.1,14,0,0.4,MEDIUM,NONE,criteria,"semanticClimate provides semantic search over climate science literature — a research accessibility tool. No community engagement and no mechanism that changes who can participate in climate policy debates."
254,"UK Parliament Developer Portal","https://developer.parliament.uk",16.5,16,-3,0.55,HIGH,NONE,modifier,"M6 applied: technical API portal for parliamentary data; developers not excluded populations; government-operated; dead_link at scrape time"
255,"Pear by Holepunch","https://pears.com",16.5,16,-3,0.55,MEDIUM,NONE,modifier,"M6 applied: technical p2p platform for app developers; developers not excluded populations; experimental modules documented as limitation; VC-funded"
256,"Pageviews Analysis","https://pageviews.wmcloud.org",15.9,13,0,0.5,MEDIUM,NONE,criteria,"Pageviews Analysis tracks Wikipedia attention metrics — useful for researchers and editors understanding public interest patterns. The individual/grassroots maintenance earns C5 credit. The tool has no civic power asymmetry dimension and no connection to excluded populations."
257,"Plausible Analytics","https://plausible.io",15.9,13,0,0.5,MEDIUM,NONE,criteria,"Plausible Analytics provides privacy-respecting website analytics — an important digital rights tool for website operators. The beneficiaries are website operators, not communities facing exclusion; this is a market substitution for a surveillance product rather than a structural power redistribution."
258,"River Sentiment Dashboard","https://riversentiment.app",15.9,13,0,0.5,MEDIUM,NONE,criteria,"The River Sentiment Dashboard visualises social media sentiment alongside ecological data for Thames basin rivers — an interesting methodological combination. The tool is primarily academic research infrastructure; there is no mechanism for communities along the rivers to shape assessment of their waterways or use the data to hold polluters accountable."
259,"Open Standards for Data Guidebook","https://standards.theodi.org",15.9,13,0,0.5,MEDIUM,NONE,criteria,"The ODI's guidebook helps practitioners develop and adopt open data standards — valuable technical infrastructure. This operates entirely within the professional civic tech ecosystem and doesn't engage with the communities most affected by how data about them is standardised and shared."
260,"MP Twitter Bios","https://www.mptwitterbios.co.uk",15.9,13,0,0.4,HIGH,NONE,criteria,"A narrow academic research tool examining MP self-presentation on Twitter — whether MPs mention their party affiliation. This is interesting research but has limited structural impact on power asymmetries or excluded populations."
261,"UK Policy Dojo","https://github.com/mikekelly/policy-dojo",15.5,16,-4,0.60,HIGH,NONE,modifier,"M6 applied: AI-only policy deliberation bypassing democratic governance"
262,"Gapminder Worldview Upgrader","https://upgrader.gapminder.org",15.5,16,-4,0.65,MEDIUM,NONE,criteria,"Correcting misconceptions about global development is epistemically valuable but raises the question I bring from SKEPSIS: whose misconceptions are being corrected, towards whose framing of development? The adoption by Fortune 500 companies and educational institutions suggests this tool may function more as legitimacy infrastructure for development sector actors than as structural power redistribution for communities represented in the data. I apply M6 because the technical quiz format frames attitude change as a neutral educational intervention."
263,"GOV.UK Forms","https://www.forms.service.gov.uk",15.5,16,-4,0.55,MEDIUM,NONE,criteria,"Government form creation tools have genuine accessibility value — WCAG compliance reduces barriers for disabled users. However, forms are power-distributing artefacts, and a tool that makes it easier to create forms without examining how those forms distribute access is doing implicit power work while claiming technical neutrality. I apply M6 because the design is framed as a technical efficiency improvement without any documented engagement with how form design choices affect which communities can successfully navigate government services."
264,"Kagi SlopStop","https://kagi.com/slopstop",15.3,18,-3,0.60,MEDIUM,NONE,modifier,"M6 applied: AI content detection tool; internet users not excluded populations; for-profit LLC; methodology not fully published as documented limitation"
265,"CiviClick","https://civiclick.com",15.3,18,-3,0.55,MEDIUM,NONE,modifier,"M6 applied: AI-powered advocacy software for public affairs professionals; professionals not excluded populations; for-profit model; no community governance"
266,"django-collaborative","https://github.com/propublica/django-collaborative",15.3,15,-3,0.65,MEDIUM,NONE,modifier,"M6 applied: technical tip-gathering tool framing without governance/participation dimension"
267,"User Research Library","https://research.localgov.digital",14.6,12,0,0.4,MEDIUM,NONE,criteria,"The local government user research library aggregates research conducted about service users — an evidence base for service improvement. But the evidence is used by service designers and policymakers rather than being accessible to the communities whose needs are being researched; there is no mechanism for community contestability of the research findings."
268,"Pastecal","https://github.com/kazad/pastecal",14.6,12,0,0.55,HIGH,NONE,criteria,"Calendar sharing tool; limited equity or political relevance; primarily technical utility"
269,"Idealist","https://idealist.org",14.6,12,0,0.65,LOW,NONE,criteria,"Nonprofit job board; limited structural equity analysis or community empowerment"
270,"The Guide to Major Trusts 2025/26","https://www.dsc.org.uk/publication/the-guide-to-major-trusts-2025-26/",14.6,12,0,0.35,HIGH,NONE,criteria,"A directory of grant-makers for charities and nonprofits is useful sector infrastructure, but it addresses an information asymmetry within the professional nonprofit sector rather than a power asymmetry affecting communities. The beneficiaries are fundraisers and budget-holders, not the communities served by funded organisations."
271,"Teaching Public Service in the Digital Age","https://www.teachingpublicservice.digital",14.6,12,0,0.3,HIGH,NONE,criteria,"Open-access training for public servants to develop digital-era skills has systemic value — better-trained public servants may design more equitable services. But the direct beneficiaries are educators and public officials, and there is no documented engagement with whether the curriculum addresses how digital service design can exclude communities."
272,"Schema.org","https://schema.org",14.1,14,-3,0.3,MEDIUM,HIGH,modifier,"Schema.org defines how information is structured on the internet — infrastructure that shapes who can be found and represented in machine-readable ways. The M6 reduction reflects the purely technical framing of a governance-heavy problem: how schemas encode assumptions about people, organisations, and events has political consequences the Schema.org process does not examine."
273,"Overton","https://overton.io",13.4,11,0,0.5,MEDIUM,NONE,criteria,"Overton indexes how policy ideas spread and connects researchers with policymakers — a market intelligence tool for people already inside the policy ecosystem. The beneficiary population (policy researchers, think tanks, IGOs) is the opposite of structurally excluded."
274,"Registers and Collaboration: Making Lists We Can Trust","https://theodi.org/insights/reports/registers-and-collaboration-making-lists-we-can-trust-report",13.4,11,0,0.4,MEDIUM,NONE,criteria,"This ODI report on data register governance is valuable technical guidance for practitioners. It sits in the background infrastructure layer of civic data and doesn't engage with who is excluded from the data systems whose governance it discusses, or how register design embeds assumptions about whose existence needs to be formally recorded."
275,"GOV.UK Pay","https://www.payments.service.gov.uk",13.4,11,0,0.5,MEDIUM,NONE,criteria,"Payment processing infrastructure for public services reduces costs and standardizes citizen transactions with government. The score reflects functional public sector infrastructure without structural power asymmetry correction — the beneficiaries are primarily government agencies, and there is no documented examination of how payment systems exclude populations without bank accounts or digital access."
276,"Papertree","https://www.papertree.earth",13.4,11,0,0.3,HIGH,NONE,criteria,"Tree planting data transparency for climate accountability — a sparse dossier prevents full assessment. Climate accountability tools that primarily serve organizations and researchers without examining the communities most affected by deforestation score limited on my C2 criteria."
277,"PatCit","https://github.com/cverluise/patcit",13.1,14,-4,0.65,MEDIUM,NONE,modifier,"M6 applied: purely technical patent citation dataset; no governance engagement"
278,"The DAO (Standard DAO Framework)","https://github.com/vbuterin/dao",13.1,14,-4,0.60,MEDIUM,NONE,modifier,"M6 applied: technical smart contract mechanism without adequate governance analysis"
279,"GRIM (Global Risk Simulator)","https://github.com/sentinelteam/grim",13.1,14,-4,0.65,MEDIUM,NONE,modifier,"M6 applied: technical simulation framing with no governance dimension"
280,"Prolific","https://www.prolific.com",13.1,14,-4,0.55,MEDIUM,NONE,criteria,"Research data collection infrastructure with some documented use in AI governance (Collective Intelligence Project). I apply M4 weakly because the aggregation of participant data for AI training research involves governance questions about whose voices are collected, how, and for whom — the self-selection bias and cost barriers acknowledged in the limitations confirm that the participant pool is not representative of the populations most affected by AI governance decisions."
281,"Polimorphic","https://www.polimorphic.com",13.0,18,-9,0.45,HIGH,NONE,modifier,"AI platform for government operations and resident engagement with case study claims (50% call reduction in Littleton, CO) but no independently verified methodology. I apply both M4 (AI in public services without accountability) and M6 (technical framing bypassing governance) because the proprietary platform obscures how AI is translating resident input into government decisions, and the framing as 'service-first government operations' treats what is fundamentally a political question as a technical efficiency problem."
282,"AI Safety Info","https://aisafety.info",12.9,13,-3,0.70,LOW,NONE,modifier,"M6 applied: technical AI safety FAQ for researchers/students; generic professional audience; Open Philanthropy/FLI funding; no governance analysis or community empowerment"
283,"Responsible Tech Guide 2025","https://responsibletechguide.com",12.9,13,-3,0.60,MEDIUM,NONE,modifier,"M6 applied: annual informational guide for tech sector professionals; generic professional audience; no community engagement or excluded population focus"
284,"UK Elections Leaflets","https://github.com/thicknavyrain/uk_elections_leaflets",12.9,13,-3,0.55,HIGH,NONE,modifier,"M6 applied: technical hackathon data project without community engagement"
285,"PoliMonitor","https://www.polimonitor.com",12.2,10,0,0.35,HIGH,NONE,criteria,"Political monitoring for public affairs professionals is a service for organizations that want to track political discussions — essentially B2B political intelligence. The beneficiaries are communications and public affairs professionals, not communities excluded from political processes."
286,"Local Insight","https://localinsight.org",12.2,10,0,0.55,MEDIUM,NONE,criteria,"Local data intelligence; limited excluded population focus or participatory design"
287,"CAN/DGSI 127 Age Assurance Standard","https://www.csagroup.org/store/product/can-dgsi-127",11.6,12,-3,0.60,MEDIUM,NONE,modifier,"M6 applied: technical Canadian standards document; developers/policymakers as users; government-funded; no community participation or excluded population focus"
288,"Choose a License","https://choosealicense.com",11.6,12,-3,0.50,MEDIUM,NONE,modifier,"M6 applied: technical open source license chooser; developers as users; GitHub-operated; no political or civic governance dimension"
289,"Manifold Markets","https://manifold.markets",11.6,12,-3,0.60,MEDIUM,NONE,modifier,"M6 applied: market mechanism framing treats civic information as tradeable commodity"
290,"GOV.UK Service Manual","https://www.gov.uk/service-manual",11.6,12,-3,0.55,MEDIUM,NONE,criteria,"The Service Standard and Service Manual establish UK government digital service quality norms — including accessibility and user-centred design. I apply M6 weakly because the manual frames good service design as primarily a technical standard ('meeting the 14 points') without examining how design choices distribute access across different communities or how the procurement and political context shapes what services get built for whom."
291,"Public Media Stack","https://publicmediastack.com",11.0,9,0,0.4,MEDIUM,NONE,criteria,"The Public Media Stack maps software tools used in public media workflows — a static inventory resource guide for media organisations. The 2020 launch date and 100-product scope make this a frozen inventory rather than an active power intervention. It exclusively serves media organisations rather than the communities whose stories are or are not told."
292,"soweego","https://soweego.readthedocs.io",11.0,9,0,0.5,MEDIUM,NONE,criteria,"soweego links Wikidata to external catalogs — open data infrastructure maintenance. The apparent inactivity since 2021 and narrow technical scope reflect a tool with no civic power asymmetry dimension and a limited, technical audience."
293,"GOV.UK Notify","https://www.notifications.service.gov.uk",11.0,9,0,0.5,MEDIUM,NONE,criteria,"Government notification infrastructure — emails, texts, letters — is functional public sector tooling. The score reflects its purely informational function: Notify enables government agencies to communicate decisions to citizens without providing any mechanism for citizens to contest those decisions. The one-directional flow is itself a power distribution choice that the tool does not examine."
294,"oTree","https://www.otree.org",11.0,9,0,0.4,HIGH,NONE,criteria,"Open-source behavioral research infrastructure for economists and psychologists. The civic relevance is indirect — research on voter behavior and public goods may inform policy. The direct beneficiaries are academics, not communities."
295,"Urbit","https://urbit.org",10.6,12,-4,0.5,MEDIUM,NONE,criteria,"Personal server operating system for digital self-sovereignty — technically interesting but the beneficiaries are developers and technology enthusiasts who require significant technical expertise to use it. I apply M6 because the technical framing of sovereignty does not engage with the governance dimensions of who can achieve it or what structural conditions would make it accessible."
296,"Gov Reuse Library","https://github.com/ministryofjustice/moj-frontend",10.4,11,-3,0.60,MEDIUM,NONE,modifier,"M6 applied: government internal technical reuse library; government developers not excluded populations; MoJ-funded; no community empowerment"
297,"whatsmeow","https://github.com/tulir/whatsmeow",10.4,11,-3,0.55,HIGH,NONE,modifier,"M6 applied: technical WhatsApp API library; no political or governance dimension"
298,"GreenPT","https://greenpt.ai/",10.4,11,-3,0.55,MEDIUM,NONE,modifier,"M6 applied: technical environmental/privacy framing without governance analysis"
299,"GOV.UK One Login","https://www.sign-in.service.gov.uk",10.2,19,-13,0.6,MEDIUM,NONE,modifier,"Centralized government identity authentication raises concerns that dominate the positive access-enabling function. I apply M4 strongly because centralizing government identity data across all services substantially increases institutional surveillance capacity without commensurate contestability rights for citizens, and I apply M2 partially because 'streamlined access' framing obscures how the platform increases government visibility into citizen service use."
300,"PolicyMogul","https://policymogul.com",9.8,8,0,0.3,MEDIUM,NONE,criteria,"PolicyMogul is a commercial public affairs monitoring tool for people already embedded in the policy process. The for-profit model and professional user base place it at the far end from the concerns this constitution prioritises; policy access tools that serve paid professionals score much lower than those serving communities without institutional representation."
301,"Understanding Your Morality","https://programs.clearerthinking.org/understanding-your-morality/",9.8,8,0,0.3,MEDIUM,NONE,criteria,"Understanding Your Morality is an individual values clarification tool from Clearer Thinking. There is no community, no power asymmetry, no excluded population, and no democratic depth dimension; it is a self-assessment quiz with no structural civic function."
302,"WorkInCharities","https://www.workincharities.co.uk",9.8,8,0,0.3,HIGH,NONE,criteria,"A job board for the charity sector — useful professional infrastructure but with no structural relevance to power asymmetries, excluded populations, or democratic participation."
303,"Bluesky Social","https://github.com/bluesky-social",9.4,11,-4,0.65,LOW,HIGH,modifier,"M6 applied: predominantly technical decentralisation framing; HIGH pop_risk: platform infrastructure without equity mandate"
304,"postcodes.io","https://github.com/ideal-postcodes/postcodes.io",9.2,10,-3,0.60,LOW,NONE,modifier,"M6 applied: geographic API technical framing; no community empowerment dimension"
305,"Empurrando Juntas (EJ)","https://sobre.ejparticipe.org",8.4,20,-16,0.3,HIGH,NONE,modifier,"Empurrando Juntas's AI-powered opinion collection with persona segmentation raises the exact concerns from my Open Banking and SKEPSIS work: framing data collection about communities as participation while the data product (audience personas) primarily benefits institutions wanting to understand and communicate with those communities. The absence of documented community control over how segmentation data is used triggers both M2 and M4."
306,"Esper","https://esper.com",8.2,10,-4,0.50,MEDIUM,NONE,modifier,"M6 applied: proprietary AI-assisted government platform; government agencies not excluded populations; no documented limitations; commercial orientation with no community governance"
307,"GovWise","https://www.govwise.ai/en",8.0,9,-3,0.3,HIGH,NONE,criteria,"AI procurement tender screening for businesses — B2B commercial tool for organizations participating in public procurement. I apply M6 weakly because the framing of procurement as an AI efficiency problem obscures the governance question of which businesses get access to public contracts and how procurement decisions affect public services."
308,"Whoisology","https://whoisology.com",7.4,11,-6,0.5,HIGH,NONE,modifier,"Archived WHOIS domain records searchable by corporate intelligence and cybersecurity teams — M4 applies because this increases institutional capacity to aggregate data about individuals' online activities without commensurate governance structures giving those individuals contestability rights."
309,"Awesome Gov Datasets","https://github.com/i-dot-ai/awesome-gov-datasets",7.0,9,-4,0.60,MEDIUM,NONE,modifier,"M6 applied: purely technical government data catalog; CDDO/government-internal framing"
310,"Journalist Studio","https://journaliststudio.google.com",7.0,9,-4,0.65,LOW,NONE,modifier,"M6 applied: technical Google platform framing; commercial orientation reduces structural equity value"
