rank,project,url,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
162,GOV.UK One Login,https://www.sign-in.service.gov.uk,36.9,36.9,0,0.86,LOW,LOW,criteria,"As a government/public sector project, GOV.UK One Login operates with institutional backing that shapes both its sustainability and its independence -- two factors I weigh carefully. With 36.9 on criteria, this project occupies a lower tier -- it touches political technology but without the depth of open governance or risk-awareness I prioritize. More evidence of participatory governance or safety-first design would be needed to move this higher in my framework."
163,Granicus,https://granicus.com/uk,36.9,36.9,0,0.71,LOW,LOW,criteria,"Granicus -- the citizen experience platform for government -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. A 36.9 criteria score means I found some civic relevance but limited evidence of the open architecture, participatory design, or safety-first approach I weight most. It occupies a lower tier not because it fails, but because the competition above it more directly addresses the governance and safety challenges I prioritize."
164,Polimorphic,https://www.polimorphic.com,36.3,36.3,0,0.86,LOW,HIGH,criteria,"Polimorphic -- ai-powered platform for service-first government operations and resident engagement -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. Criteria performance (36.3) places it in the lower portion of my ranking -- the connection to my core interests in AI safety, interpretability, and open public systems is tenuous. High popularity risk is a factor I have compensated for -- the brand is strong, but my score reflects what the dossier evidence actually substantiates."
165,Local Deep Researcher,https://local-deep-researcher-hnmh.vercel.app,36.1,36.1,0,0.86,LOW,LOW,criteria,"Local Deep Researcher -- a research tool for investigating local issues and civic engagement -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. The 36.1 criteria score reflects that while this project exists in the civic technology space, it does not strongly engage with the open-infrastructure or safety-aware design principles I prioritize. Its contribution is real but peripheral to the safety-aware, open-infrastructure priorities that anchor my evaluation."
166,OpenCRVS,https://www.opencrvs.org,36.1,36.1,0,0.71,LOW,MEDIUM,criteria,"Aligned with SDG 16.9 – Legal identity for all, SDG 16 – Peace, Justice and Strong Institutions, OpenCRVS frames its work within global development goals, though I evaluate primarily on technical architecture and governance rather than SDG labelling. At 36.1 on criteria, the project has civic purpose but scores modestly on the dimensions I weight highest -- systemic governance impact, technical openness, and risk awareness. There is some popularity bias risk I have accounted for; my score reflects the dossier evidence more than the project's broader visibility."
167,RightDD,https://www.rightsdd.com,36.1,36.1,0,0.71,LOW,LOW,criteria,"RightDD appears in academic literature, giving me peer-reviewed evidence to assess alongside its real-world deployment claims. Its criteria score of 36.1 tells me the project operates in a related space but does not deeply engage with the interpretability, safety, or open-governance priorities that shape my framework. More evidence of participatory governance or safety-first design would be needed to move this higher in my framework."
168,Find local consultations,https://gov.uk/find-local-consultations,36.0,28.0,8,0.86,LOW,HIGH,criteria,"Find local consultations's mission -- a uk government service enabling citizens to discover and participate in local council consultations -- resonates with my work building AI systems for UK government where interoperability is a daily challenge. The criteria score of 28.0 reflects limited alignment with my highest priorities: safety-conscious AI deployment, open public infrastructure, and evidence of systemic democratic impact. I acknowledge high popularity risk: this project benefits from strong name recognition, and I have deliberately weighted measurable evidence over reputational halo."
169,Humanitarian OpenStreetMap Team (HOT),https://www.hotosm.org,36.0,29.0,7,0.86,LOW,HIGH,criteria,"Deployed across Afghanistan, Bangladesh, Democratic Republic of Congo, Humanitarian OpenStreetMap Team (HOT) has proven it can operate in multiple regulatory and cultural contexts, which is a meaningful test of robustness. With 29.0 on criteria, this project occupies a lower tier -- it touches political technology but without the depth of open governance or risk-awareness I prioritize. High popularity risk is a factor I have compensated for -- the brand is strong, but my score reflects what the dossier evidence actually substantiates."
170,Internet Archive Wayback Machine,https://web.archive.org,35.9,35.9,0,0.86,LOW,HIGH,criteria,"Internet Archive Wayback Machine touches AI directly -- machine learning used for optical character recognition (ocr) on digitized texts; ai-assisted metadata generation; no ai involvement in civic/electoral processes -- placing it squarely in the territory where my interpretability research tells me careful governance matters most. A 35.9 criteria score means I found some civic relevance but limited evidence of the open architecture, participatory design, or safety-first approach I weight most. I flag high popularity risk here: this project's reputation may exceed what the evidence strictly supports, and I have tried to score on verifiable substance rather than brand recognition."
171,Pastecal,https://github.com/kazad/pastecal,35.9,35.9,0,0.71,LOW,LOW,criteria,"Pastecal -- zero-login shared calendar for collaborative scheduling without authentication -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. Criteria performance (35.9) places it in the lower portion of my ranking -- the connection to my core interests in AI safety, interpretability, and open public systems is tenuous. I do not dismiss its value, but it sits in a part of the ranking where the connection to my core evaluation priorities is thinner."
172,Turn2us Benefits Calculator,https://benefits-calculator.turn2us.org.uk,35.3,35.3,0,0.86,LOW,HIGH,criteria,"Government adoption by Department for Work and Pensions gives Turn2us Benefits Calculator a credibility signal that most civic tech projects lack -- I know from my Coefficient.ai work how hard that adoption barrier is. The 35.3 criteria score reflects that while this project exists in the civic technology space, it does not strongly engage with the open-infrastructure or safety-aware design principles I prioritize. The high popularity risk means I have been especially rigorous in separating documented evidence from reputation; a well-known name should earn its score on substance."
173,Dunadyne,https://dunadyne.org,34.9,34.9,0,0.71,LOW,MEDIUM,criteria,"Dunadyne -- collective intelligence platform for forming and organizing decentralized unincorporated nonprofit associations (dunas) -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. At 34.9 on criteria, the project has civic purpose but scores modestly on the dimensions I weight highest -- systemic governance impact, technical openness, and risk awareness. I note moderate popularity risk and have calibrated accordingly, relying on technical and governance evidence rather than name recognition."
174,Esper,https://esper.com/product,34.9,34.9,0,0.71,LOW,LOW,criteria,"Esper -- end-to-end policy management platform for government agencies -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. Its criteria score of 34.9 tells me the project operates in a related space but does not deeply engage with the interpretability, safety, or open-governance priorities that shape my framework. This is not a reflection on the project's inherent value but rather on the poor fit between what it does and what I believe civic technology awards should highlight."
175,Martus,https://www.martus.org,34.9,34.9,0,0.71,LOW,MEDIUM,criteria,"Running since 2003, Martus has survived multiple funding cycles and political shifts -- longevity in civic tech is rare and tells me something real about product-community fit. The criteria score of 34.9 reflects limited alignment with my highest priorities: safety-conscious AI deployment, open public infrastructure, and evidence of systemic democratic impact. There is some popularity bias risk I have accounted for; my score reflects the dossier evidence more than the project's broader visibility."
176,Coral,https://coralproject.net,34.7,34.7,0,0.71,LOW,LOW,criteria,"Coral publicly acknowledges its limitations (ai moderation bias in non-english languages, scalability challenges for very large comment volumes, dependency on training data quality for moderation accuracy), a practice I consider essential for responsible technology deployment. With 34.7 on criteria, this project occupies a lower tier -- it touches political technology but without the depth of open governance or risk-awareness I prioritize. I hold this ranking with low confidence given the project's distance from my areas of expertise; it should be evaluated by someone closer to its core domain."
177,COTSI (Cyber Operational Threat Situational Intelligence),https://cotsi.org,34.5,34.5,0,0.86,LOW,LOW,criteria,"COTSI (Cyber Operational Threat Situational Intelligence) -- tracks daily price and availability of fake sms verifications across 197 countries and 500+ platforms to map the online manipulation economy -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. A 34.5 criteria score means I found some civic relevance but limited evidence of the open architecture, participatory design, or safety-first approach I weight most. The score reflects that political technology impact, as I define it through the lens of AI safety and open governance, is not this project's primary contribution."
178,Ethelo,https://ethelo.com,34.1,26.1,8,0.71,LOW,MEDIUM,modifier,The LLC governance model at Ethelo tells me whether decisions about civic infrastructure are accountable -- and that governance-level analysis is where I start my evaluation. A substantial modifier adjustment (+8) reflects that this project's structural commitments to openness and accountable governance punch above its criteria-level performance. There is some popularity bias risk I have accounted for; my score reflects the dossier evidence more than the project's broader visibility.
179,FixMyStreet,https://www.fixmystreet.com,34.1,26.1,8,0.86,LOW,HIGH,modifier,"Recent commits (last: 2026-03-08) show FixMyStreet is actively maintained, which matters enormously for any project I would endorse as production-grade civic infrastructure. Most of the score gap comes from modifiers (+8), specifically open-source licensing and governance transparency -- attributes my AI safety work has taught me to value as prerequisites, not bonuses. High popularity risk is a factor I have compensated for -- the brand is strong, but my score reflects what the dossier evidence actually substantiates."
180,Mastodon,https://github.com/mastodon/mastodon,34.1,34.1,0,0.71,LOW,MEDIUM,criteria,"Backed by Patreon community, Mastodon Inc (501c3 US entity), individual donors, Mastodon has a funding trail I can inspect -- understanding who pays for public technology is part of my evaluation of alignment and sustainability. At 34.1 on criteria, the project has civic purpose but scores modestly on the dimensions I weight highest -- systemic governance impact, technical openness, and risk awareness. With moderate popularity risk, I have tried to assess substance over familiarity, weighting documented outcomes above general reputation."
181,Metaculus,https://metaculus.com,34.1,34.1,0,0.71,LOW,LOW,criteria,"Metaculus serves researchers, forecasters, policymakers, and having clearly identified beneficiaries makes impact assessment tractable in a way that vague 'for everyone' claims do not. Its criteria score of 34.1 tells me the project operates in a related space but does not deeply engage with the interpretability, safety, or open-governance priorities that shape my framework. I hold this ranking with low confidence given the project's distance from my areas of expertise; it should be evaluated by someone closer to its core domain."
182,Remember to Vote,https://remembertovote.org.uk,34.1,26.1,8,0.86,LOW,HIGH,modifier,"Delivered as platform, Remember to Vote has a concrete interface layer that real users interact with -- I prefer scoring tangible tools over white papers. The +8 modifier adjustment was the primary score driver, rewarding structural qualities -- openness, participatory governance, replicability -- that I believe matter more than any single feature. The high popularity risk means I have been especially rigorous in separating documented evidence from reputation; a well-known name should earn its score on substance."
183,Tech Coops List,https://tech-coops.xyz,34.1,26.1,8,0.86,LOW,LOW,modifier,"As a grassroots/indie project, Tech Coops List operates with institutional backing that shapes both its sustainability and its independence -- two factors I weigh carefully. Modifiers (+8) did the heavy lifting in the final score; its open-infrastructure and governance bonuses outweighed moderate raw criteria performance. At this level I am essentially saying the project falls outside the scope of what a political technology award should prioritize, at least as I understand the criteria."
184,TheyWorkForYou,https://www.theyworkforyou.com,34.1,26.1,8,0.86,LOW,LOW,modifier,"TheyWorkForYou -- hansard and official reports for the uk parliament, scottish parliament, and northern ireland assembly - done right -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. The modifier component (+8) elevated this project significantly -- I weight open-source availability and community governance as systemic multipliers. This is not a reflection on the project's inherent value but rather on the poor fit between what it does and what I believe civic technology awards should highlight."
185,WhatGov,https://www.whatgov.co.uk,34.1,26.1,8,0.71,LOW,LOW,modifier,"WhatGov -- parliament, clearly -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. A substantial modifier adjustment (+8) reflects that this project's structural commitments to openness and accountable governance punch above its criteria-level performance. This low ranking reflects domain distance rather than quality judgment -- the project may be valuable in its own right but does not intersect meaningfully with my evaluation criteria."
186,Understanding Your Morality,https://programs.clearerthinking.org/understanding-your-morality,33.9,33.9,0,0.86,LOW,HIGH,criteria,"Understanding Your Morality -- an interactive tool to help people understand their moral values and reasoning -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. The 33.9 criteria score reflects that while this project exists in the civic technology space, it does not strongly engage with the open-infrastructure or safety-aware design principles I prioritize. This carries high popularity risk -- it is well-known enough that name recognition could inflate perceived impact, so I have grounded my score in documented outcomes and technical architecture."
187,User Research Library,https://research.localgov.digital,33.9,33.9,0,0.86,LOW,HIGH,criteria,"Aligned with SDG 16 – Peace, Justice and Strong Institutions, User Research Library frames its work within global development goals, though I evaluate primarily on technical architecture and governance rather than SDG labelling. At 33.9 on criteria, the project has civic purpose but scores modestly on the dimensions I weight highest -- systemic governance impact, technical openness, and risk awareness. The high popularity risk means I have been especially rigorous in separating documented evidence from reputation; a well-known name should earn its score on substance."
188,CivicPress,https://civicpress.io,33.3,33.3,0,0.71,LOW,LOW,criteria,"CivicPress -- open infrastructure for transparent local government -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. Its criteria score of 33.3 tells me the project operates in a related space but does not deeply engage with the interpretability, safety, or open-governance priorities that shape my framework. At this level I am essentially saying the project falls outside the scope of what a political technology award should prioritize, at least as I understand the criteria."
189,Collab.Land,https://collab.land,33.1,33.1,0,0.86,LOW,LOW,criteria,"Collab.Land's mission -- web3 community management platform for token-gated membership verification -- resonates with my work building AI systems for UK government where interoperability is a daily challenge. The criteria score of 33.1 reflects limited alignment with my highest priorities: safety-conscious AI deployment, open public infrastructure, and evidence of systemic democratic impact. This is not a reflection on the project's inherent value but rather on the poor fit between what it does and what I believe civic technology awards should highlight."
190,DoGooder,https://dogooder.co,33.1,33.1,0,0.71,LOW,LOW,criteria,"Deployed across United States, Canada, Australia, DoGooder has proven it can operate in multiple regulatory and cultural contexts, which is a meaningful test of robustness. With 33.1 on criteria, this project occupies a lower tier -- it touches political technology but without the depth of open governance or risk-awareness I prioritize. This low ranking reflects domain distance rather than quality judgment -- the project may be valuable in its own right but does not intersect meaningfully with my evaluation criteria."
191,Keep It In The Community,https://plunkett.my.site.com/keepitinthecommunity/s,33.1,33.1,0,0.86,LOW,LOW,criteria,"Keep It In The Community -- a platform for community-driven civic engagement and local resource sharing -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. A 33.1 criteria score means I found some civic relevance but limited evidence of the open architecture, participatory design, or safety-first approach I weight most. I hold this ranking with low confidence given the project's distance from my areas of expertise; it should be evaluated by someone closer to its core domain."
192,Murmurations Protocol,https://murmurations.network,33.1,33.1,0,0.86,LOW,LOW,criteria,"Murmurations Protocol -- making movements visible — a distributed data sharing protocol to facilitate collaboration at scale -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. Criteria performance (33.1) places it in the lower portion of my ranking -- the connection to my core interests in AI safety, interpretability, and open public systems is tenuous. The score reflects that political technology impact, as I define it through the lens of AI safety and open governance, is not this project's primary contribution."
193,NumFOCUS,https://numfocus.org,33.1,33.1,0,0.71,LOW,LOW,criteria,"Government adoption by National Science Foundation, Department of Energy, NASA gives NumFOCUS a credibility signal that most civic tech projects lack -- I know from my Coefficient.ai work how hard that adoption barrier is. The 33.1 criteria score reflects that while this project exists in the civic technology space, it does not strongly engage with the open-infrastructure or safety-aware design principles I prioritize. At this level I am essentially saying the project falls outside the scope of what a political technology award should prioritize, at least as I understand the criteria."
194,Open Collective,https://opencollective.com,33.1,33.1,0,0.86,LOW,HIGH,criteria,"With 9200 GitHub stars and a fully open-source codebase, Open Collective invites exactly the kind of external audit and interpretability I advocate for in all public-interest technology. At 33.1 on criteria, the project has civic purpose but scores modestly on the dimensions I weight highest -- systemic governance impact, technical openness, and risk awareness. High popularity risk is a factor I have compensated for -- the brand is strong, but my score reflects what the dossier evidence actually substantiates."
195,PostBug,https://postbug.com,33.1,25.1,8,0.71,LOW,LOW,modifier,PostBug -- send printed postcards to people in power -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. The +8 modifier boost reflects my conviction that structural transparency and open governance are leading indicators of trustworthy civic technology. This low ranking reflects domain distance rather than quality judgment -- the project may be valuable in its own right but does not intersect meaningfully with my evaluation criteria.
196,The Accountability Project,https://publicaccountability.org,33.1,33.1,0,0.86,LOW,HIGH,criteria,"The Accountability Project -- a searchable database of 1.9+ billion public records for researchers and journalists -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. The criteria score of 33.1 reflects limited alignment with my highest priorities: safety-conscious AI deployment, open public infrastructure, and evidence of systemic democratic impact. This carries high popularity risk -- it is well-known enough that name recognition could inflate perceived impact, so I have grounded my score in documented outcomes and technical architecture."
197,Vote for Policies,https://voteforpolicies.org.uk,33.1,25.1,8,0.86,LOW,LOW,modifier,"Vote for Policies publicly acknowledges its limitations (project discontinued after 2024 election, no longer developing manifesto tracker), a practice I consider essential for responsible technology deployment. Modifiers (+8) did the heavy lifting in the final score; its open-infrastructure and governance bonuses outweighed moderate raw criteria performance. The score reflects that political technology impact, as I define it through the lens of AI safety and open governance, is not this project's primary contribution."
198,WriteToThem,https://www.writetothem.com,33.1,25.1,8,0.86,LOW,LOW,modifier,"WriteToThem -- email your councillor, mp, msp, ms, mla or london assembly member for free -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. The modifier component (+8) elevated this project significantly -- I weight open-source availability and community governance as systemic multipliers. At this level I am essentially saying the project falls outside the scope of what a political technology award should prioritize, at least as I understand the criteria."
199,deliberAIde,https://www.deliberaide.com,33.1,25.1,8,0.86,LOW,LOW,modifier,The LLC governance model at deliberAIde tells me whether decisions about civic infrastructure are accountable -- and that governance-level analysis is where I start my evaluation. A substantial modifier adjustment (+8) reflects that this project's structural commitments to openness and accountable governance punch above its criteria-level performance. This is not a reflection on the project's inherent value but rather on the poor fit between what it does and what I believe civic technology awards should highlight.
200,Marks Out Of Tenancy,https://www.marksoutoftenancy.com,32.9,32.9,0,0.86,LOW,LOW,criteria,"Marks Out Of Tenancy -- uk landlord and letting agency review platform empowering renters with information and rights guidance -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. The 32.9 criteria score reflects that while this project exists in the civic technology space, it does not strongly engage with the open-infrastructure or safety-aware design principles I prioritize. This low ranking reflects domain distance rather than quality judgment -- the project may be valuable in its own right but does not intersect meaningfully with my evaluation criteria."
201,Moral Machine,https://moralmachine.net,32.9,32.9,0,0.86,LOW,HIGH,criteria,"Backed by MIT Media Lab, Max Planck Institute for Human Development, University of Exeter, Moral Machine has a funding trail I can inspect -- understanding who pays for public technology is part of my evaluation of alignment and sustainability. At 32.9 on criteria, the project has civic purpose but scores modestly on the dimensions I weight highest -- systemic governance impact, technical openness, and risk awareness. This carries high popularity risk -- it is well-known enough that name recognition could inflate perceived impact, so I have grounded my score in documented outcomes and technical architecture."
202,Pear by Holepunch,https://docs.holepunch.to,32.9,32.9,0,0.86,LOW,HIGH,criteria,"Pear by Holepunch serves developers, application creators, and having clearly identified beneficiaries makes impact assessment tractable in a way that vague 'for everyone' claims do not. Its criteria score of 32.9 tells me the project operates in a related space but does not deeply engage with the interpretability, safety, or open-governance priorities that shape my framework. The high popularity risk means I have been especially rigorous in separating documented evidence from reputation; a well-known name should earn its score on substance."
203,SecureDrop,https://securedrop.org,32.9,32.9,0,0.71,LOW,LOW,criteria,"Delivered as platform, app, SecureDrop has a concrete interface layer that real users interact with -- I prefer scoring tangible tools over white papers. The criteria score of 32.9 reflects limited alignment with my highest priorities: safety-conscious AI deployment, open public infrastructure, and evidence of systemic democratic impact. At this level I am essentially saying the project falls outside the scope of what a political technology award should prioritize, at least as I understand the criteria."
204,Tor Project,https://www.torproject.org,32.9,32.9,0,0.86,LOW,HIGH,criteria,"As a nonprofit/charity project, Tor Project operates with institutional backing that shapes both its sustainability and its independence -- two factors I weigh carefully. With 32.9 on criteria, this project occupies a lower tier -- it touches political technology but without the depth of open governance or risk-awareness I prioritize. High popularity risk is a factor I have compensated for -- the brand is strong, but my score reflects what the dossier evidence actually substantiates."
205,UK Housing Data Standards,https://hact.org.uk/tools-and-services/uk-housing-data-standards,32.9,32.9,0,0.86,LOW,HIGH,criteria,"UK Housing Data Standards -- sector-developed data standards for uk social housing to improve data governance, performance, and regulatory reporting -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. A 32.9 criteria score means I found some civic relevance but limited evidence of the open architecture, participatory design, or safety-first approach I weight most. I flag high popularity risk here: this project's reputation may exceed what the evidence strictly supports, and I have tried to score on verifiable substance rather than brand recognition."
206,MP Twitter Bios,https://www.mptwitterbios.co.uk,32.3,25.3,7,0.86,LOW,LOW,criteria,"MP Twitter Bios makes replication materials available, lowering the barrier for other jurisdictions to adopt and adapt it -- this kind of transferability multiplies impact in a way I weight strongly. Criteria performance (25.3) places it in the lower portion of my ranking -- the connection to my core interests in AI safety, interpretability, and open public systems is tenuous. I hold this ranking with low confidence given the project's distance from my areas of expertise; it should be evaluated by someone closer to its core domain."
207,The Data Trusts Initiative,https://datatrusts.uk,32.2,32.2,0,0.86,LOW,HIGH,criteria,"As a organization, The Data Trusts Initiative falls into a category where I look for evidence of open architecture, measurable outcomes, and responsible AI integration. The 32.2 criteria score reflects that while this project exists in the civic technology space, it does not strongly engage with the open-infrastructure or safety-aware design principles I prioritize. The high popularity risk means I have been especially rigorous in separating documented evidence from reputation; a well-known name should earn its score on substance."
208,Data Observation Toolkit (DOT),https://github.com/datakind/data-observation-toolkit,31.4,31.4,0,0.86,LOW,HIGH,criteria,"Aligned with SDG 3, SDG 17, Data Observation Toolkit (DOT) frames its work within global development goals, though I evaluate primarily on technical architecture and governance rather than SDG labelling. At 31.4 on criteria, the project has civic purpose but scores modestly on the dimensions I weight highest -- systemic governance impact, technical openness, and risk awareness. I acknowledge high popularity risk: this project benefits from strong name recognition, and I have deliberately weighted measurable evidence over reputational halo."
209,DoNotPay,https://www.donotpay.com,31.4,31.4,0,0.71,LOW,LOW,criteria,"DoNotPay appears in academic literature, giving me peer-reviewed evidence to assess alongside its real-world deployment claims. Its criteria score of 31.4 tells me the project operates in a related space but does not deeply engage with the interpretability, safety, or open-governance priorities that shape my framework. This is not a reflection on the project's inherent value but rather on the poor fit between what it does and what I believe civic technology awards should highlight."
210,GrantNav,https://grantnav.threesixtygiving.org,31.4,31.4,0,0.71,LOW,MEDIUM,criteria,"GrantNav's mission -- search, explore and download grants data published by uk funders in the 360giving data standard -- resonates with my work building AI systems for UK government where interoperability is a daily challenge. The criteria score of 31.4 reflects limited alignment with my highest priorities: safety-conscious AI deployment, open public infrastructure, and evidence of systemic democratic impact. With moderate popularity risk, I have tried to assess substance over familiarity, weighting documented outcomes above general reputation."
211,Journal of Open Source Software,https://joss.theoj.org,31.4,31.4,0,0.86,LOW,LOW,criteria,"Journal of Open Source Software -- a developer friendly, open access journal for research software packages -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. With 31.4 on criteria, this project occupies a lower tier -- it touches political technology but without the depth of open governance or risk-awareness I prioritize. I hold this ranking with low confidence given the project's distance from my areas of expertise; it should be evaluated by someone closer to its core domain."
212,Public Media Stack,https://publicmediastack.com,31.4,31.4,0,0.86,LOW,LOW,criteria,"Public Media Stack -- a curated research resource mapping software tools and technologies used across the public media workflow -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. A 31.4 criteria score means I found some civic relevance but limited evidence of the open architecture, participatory design, or safety-first approach I weight most. The score reflects that political technology impact, as I define it through the lens of AI safety and open governance, is not this project's primary contribution."
213,Theft Bisect,https://onodi.co/bisect,31.4,31.4,0,0.86,LOW,LOW,criteria,"Theft Bisect claims documented policy outcomes including {'description': 'tool created to demonstrate to british transport police that binary search could make reviewing longer cctv footage feasible, challenging their two-hour footage review policy', 'link': none, 'year': 2025}, giving me something concrete to evaluate rather than aspirational promises. Criteria performance (31.4) places it in the lower portion of my ranking -- the connection to my core interests in AI safety, interpretability, and open public systems is tenuous. At this level I am essentially saying the project falls outside the scope of what a political technology award should prioritize, at least as I understand the criteria."
214,Who Posted What?,https://whopostedwhat.com,31.4,31.4,0,0.86,LOW,LOW,criteria,"Who Posted What? -- non-public facebook keyword search tool for researchers and public interest workers -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. The 31.4 criteria score reflects that while this project exists in the civic technology space, it does not strongly engage with the open-infrastructure or safety-aware design principles I prioritize. This is not a reflection on the project's inherent value but rather on the poor fit between what it does and what I believe civic technology awards should highlight."
215,django-collaborative,https://github.com/propublica/django-collaborative,31.4,31.4,0,0.86,LOW,LOW,criteria,"With 100 GitHub stars and a fully open-source codebase, django-collaborative invites exactly the kind of external audit and interpretability I advocate for in all public-interest technology. At 31.4 on criteria, the project has civic purpose but scores modestly on the dimensions I weight highest -- systemic governance impact, technical openness, and risk awareness. This low ranking reflects domain distance rather than quality judgment -- the project may be valuable in its own right but does not intersect meaningfully with my evaluation criteria."
216,MP Watch,https://www.mpwatch.org,31.3,24.3,7,0.71,LOW,LOW,criteria,"MP Watch -- uniting people and politicians for climate action -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. Its criteria score of 24.3 reflects the reality that not every technology project, even a useful one, has significant political technology impact as I define it. I hold this ranking with low confidence given the project's distance from my areas of expertise; it should be evaluated by someone closer to its core domain."
217,Aleph (OCCRP),https://aleph.occrp.org,31.2,31.2,0,0.86,LOW,LOW,criteria,"Running since 2014, Aleph (OCCRP) has survived multiple funding cycles and political shifts -- longevity in civic tech is rare and tells me something real about product-community fit. The criteria score of 31.2 reflects limited alignment with my highest priorities: safety-conscious AI deployment, open public infrastructure, and evidence of systemic democratic impact. The score reflects that political technology impact, as I define it through the lens of AI safety and open governance, is not this project's primary contribution."
218,Campaign Tracker,https://www.campaigntracker.nl/en,31.2,31.2,0,0.86,LOW,LOW,criteria,"Campaign Tracker publicly acknowledges its limitations (coverage limited to major parties and campaigns, data collection relies on public disclosures which vary in completeness, real-time data availability constraints), a practice I consider essential for responsible technology deployment. With 31.2 on criteria, this project occupies a lower tier -- it touches political technology but without the depth of open governance or risk-awareness I prioritize. At this level I am essentially saying the project falls outside the scope of what a political technology award should prioritize, at least as I understand the criteria."
219,OSINT Framework,https://osintframework.com,31.2,31.2,0,0.86,LOW,HIGH,criteria,"OSINT Framework -- a curated collection of free osint tools and resources for information gathering -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. A 31.2 criteria score means I found some civic relevance but limited evidence of the open architecture, participatory design, or safety-first approach I weight most. High popularity risk is a factor I have compensated for -- the brand is strong, but my score reflects what the dossier evidence actually substantiates."
220,Charity Digital Skills Report,https://charitydigitalskills.co.uk,30.4,30.4,0,0.86,LOW,HIGH,criteria,"The project of larger org governance model at Charity Digital Skills Report tells me whether decisions about civic infrastructure are accountable -- and that governance-level analysis is where I start my evaluation. Criteria performance (30.4) places it in the lower portion of my ranking -- the connection to my core interests in AI safety, interpretability, and open public systems is tenuous. I flag high popularity risk here: this project's reputation may exceed what the evidence strictly supports, and I have tried to score on verifiable substance rather than brand recognition."
221,Shared Digital Guides,https://www.shareddigitalguides.org.uk,30.2,30.2,0,0.86,LOW,LOW,criteria,"Shared Digital Guides -- non-profit organisations share step-by-step guides to using digital tools for social good -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. The 30.2 criteria score reflects that while this project exists in the civic technology space, it does not strongly engage with the open-infrastructure or safety-aware design principles I prioritize. I hold this ranking with low confidence given the project's distance from my areas of expertise; it should be evaluated by someone closer to its core domain."
222,The Circuit,https://thecircuit.cc,30.2,30.2,0,0.86,LOW,HIGH,criteria,"Backed by Robert R. McCormick Foundation, The Circuit has a funding trail I can inspect -- understanding who pays for public technology is part of my evaluation of alignment and sustainability. At 30.2 on criteria, the project has civic purpose but scores modestly on the dimensions I weight highest -- systemic governance impact, technical openness, and risk awareness. The high popularity risk means I have been especially rigorous in separating documented evidence from reputation; a well-known name should earn its score on substance."
223,Choose a License,https://choosealicense.com,29.8,29.8,0,0.86,LOW,HIGH,criteria,"Choose a License serves developers, open source contributors, software projects, and having clearly identified beneficiaries makes impact assessment tractable in a way that vague 'for everyone' claims do not. Its criteria score of 29.8 tells me the project operates in a related space but does not deeply engage with the interpretability, safety, or open-governance priorities that shape my framework. I acknowledge high popularity risk: this project benefits from strong name recognition, and I have deliberately weighted measurable evidence over reputational halo."
