rank,name,url,score,criteria_score,modifier_adj,completeness,uncertainty,pop_risk,primary_driver,rationale
164,User Research Library,https://research.localgov.digital,49.6,38.6,11,0.87,LOW,LOW,criteria,"User Research Library describes itself as ""A searchable repository of user research conducted by local government services"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
165,Shareyourpaper.org,https://shareyourpaper.org,49.6,41.6,8,0.93,LOW,LOW,criteria,"Shareyourpaper.org describes itself as ""Simplest way to legally make academic papers freely available on Google Scholar, Web of"" — its International reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
166,Aragon,https://aragon.org,49.5,45.5,4,0.93,LOW,MEDIUM,criteria,"Aragon describes itself as ""The Home of Onchain Organizations – governance and ownership infrastructure for DAOs and"" — its Global blockchain networks reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A modest +4-point modifier adjustment reflects partial alignment with my value modifiers — not a decisive factor, but a consistent one."
167,Data Observation Toolkit (DOT),https://github.com/datakind/data-observation-toolkit,49.3,36.3,13,0.93,LOW,LOW,criteria,"Data Observation Toolkit (DOT) describes itself as ""Open-source toolkit to monitor data integrity and flag problems in public health and"" — its global reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. The M1 government–civil society bridging boost and M6 plain-language communication bonus combine for a +13-point modifier lift above the criteria score."
168,Deliberation & Technology (DelibTech) Network,https://www.demnext.org/projects/delibtech-network,49.3,36.3,13,0.87,LOW,LOW,criteria,"Deliberation & Technology (DelibTech) Network describes itself as ""International network of technologists and practitioners building and studying technology"" — its International reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. The +13-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
169,soweego,https://soweego.readthedocs.io,49.2,38.2,11,0.93,LOW,LOW,criteria,"soweego describes itself as ""Link Wikidata to large catalogs"" — its global reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
170,Discourse,https://www.discourse.org,49.2,38.2,11,0.93,LOW,HIGH,criteria,"Discourse describes itself as ""Customizable, scalable community platform for building knowledge through conversation"" — its International; primarily English-language communities reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
171,MP Twitter Bios,https://www.mptwitterbios.co.uk,49.2,41.2,8,0.93,LOW,LOW,criteria,"MP Twitter Bios describes itself as ""Analysis of whether UK Members of Parliament mention their political party in their"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
172,Activist Handbook,https://activisthandbook.org/,48.8,37.8,11,0.93,LOW,LOW,criteria,"Activist Handbook describes itself as ""Campaigning guides for activists"" — its International reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
173,Kialo,https://kialo.com,48.8,37.8,11,0.93,LOW,LOW,criteria,"Kialo describes itself as ""A platform for structured debate and critical thinking through collaborative argument"" — its International with focus on English-speaking markets reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
174,GOV.UK Notify,https://www.notifications.service.gov.uk,48.8,40.8,8,0.93,LOW,MEDIUM,criteria,"GOV.UK Notify describes itself as ""A free notification service for UK government, local authorities, and NHS to send emails"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
175,Monitor Mamdani,https://monitormamdani.com/,48.6,37.6,11,0.93,LOW,HIGH,criteria,"Monitor Mamdani describes itself as ""Live NYC Mayor Tracking Dashboard monitoring Zohran Mamdani's campaign promises and"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
176,Objector.ai,https://objector.ai,48.6,40.6,8,0.87,LOW,HIGH,criteria,"Objector.ai describes itself as ""AI-powered planning objection letter and toolkit to help citizens challenge unsuitable"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
177,Objector.ai,https://www.objector.ai,48.6,40.6,8,0.87,LOW,HIGH,criteria,"Objector.ai describes itself as ""AI-powered planning objection letter and toolkit to help citizens challenge unsuitable"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
178,Harmonica,https://harmonica.chat/,48.3,37.3,11,0.8,LOW,LOW,criteria,"Harmonica describes itself as ""AI-powered facilitation platform for conversational surveys and stakeholder engagement"" — its International reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
179,Humble Data Workshop,https://humbledata.org,48.3,37.3,11,0.93,LOW,LOW,criteria,"Humble Data Workshop describes itself as ""Free data science and Python workshops for underrepresented groups in tech"" — its global reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
180,Missing Numbers,https://missingnumbers.org,48.3,37.3,11,0.93,LOW,LOW,criteria,"Missing Numbers describes itself as ""Investigates and campaigns to close important gaps in UK public data"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
181,Theft Bisect,https://onodi.co/bisect/,48.3,37.3,11,0.93,LOW,LOW,criteria,"Theft Bisect describes itself as ""A binary search tool to help identify bike theft moments in CCTV footage"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
182,ORCID,https://orcid.org,48.3,35.3,13,1.0,LOW,MEDIUM,criteria,"ORCID describes itself as ""A persistent digital identifier for researchers to distinguish themselves and connect"" — its International reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. The M1 modifier for bridging government and civil society accounts for most of the +13-point adjustment above criteria."
183,FixMyStreet,https://www.fixmystreet.com,48.3,37.3,11,0.93,LOW,HIGH,criteria,"FixMyStreet describes itself as ""Report, view, and discuss local street problems with UK councils"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
184,Plinth,https://www.plinth.org.uk,48.3,37.3,11,0.93,LOW,LOW,criteria,"Plinth describes itself as ""AI-powered platform helping organisations deliver, measure and fund community impact"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
185,RightDD,https://www.rightsdd.com,48.3,37.3,11,0.87,LOW,LOW,criteria,"RightDD describes itself as ""Human rights risk management technology for ESG due diligence and supply chain compliance"" — its Global supply chains; UK Modern Slavery Act compliance; TSX/V issuer requirements reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
186,Manifold Markets,https://manifold.markets,48.2,40.2,8,0.93,LOW,MEDIUM,criteria,"Manifold Markets describes itself as ""A platform for creating and trading prediction markets on political, cultural, and"" — its Primarily United States with international access restrictions reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
187,GreenPT,https://greenpt.ai/,48.0,32.0,16,0.8,LOW,LOW,criteria,"GreenPT describes itself as ""Sustainable and privacy-friendly AI chat platform powered by renewable energy and hosted"" — its European Union reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. The M1 modifier for bridging government and civil society accounts for most of the +16-point adjustment above criteria."
188,Tactical Data Engagement,https://communities.sunlightfoundation.com/methodology,47.8,39.8,8,0.87,LOW,LOW,criteria,"Tactical Data Engagement describes itself as ""A framework for local governments to catalyze resident-centered use of open data for"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
189,Gapminder Worldview Upgrader,https://upgrader.gapminder.org,47.8,39.8,8,1.0,LOW,MEDIUM,criteria,"Gapminder Worldview Upgrader describes itself as ""Important stuff most people get wrong — a free educational tool to help people rid"" — its Global reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
190,Pear by Holepunch,https://docs.holepunch.to,47.4,31.4,16,0.93,LOW,LOW,criteria,"Pear by Holepunch describes itself as ""A peer-to-peer runtime, development and deployment platform for building unstoppable"" — its Global reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. The +16-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
191,docs.plus,https://docs.plus,47.3,36.3,11,0.87,LOW,LOW,criteria,"docs.plus describes itself as ""Free, open-source collaborative documents for organizations"" — its International reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
192,Find local consultations,https://gov.uk/find-local-consultations,47.3,34.3,13,0.87,LOW,HIGH,criteria,"Find local consultations describes itself as ""A UK government service enabling citizens to discover and participate in local council"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. The M1 modifier for bridging government and civil society accounts for most of the +13-point adjustment above criteria. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
193,MapIt,https://mapit.mysociety.org,47.3,36.3,11,1.0,LOW,LOW,criteria,"MapIt describes itself as ""Match postcodes and geographical points to administrative areas"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
194,RxC Quadratic Voting,https://quadraticvote.radicalxchange.org,47.2,39.2,8,0.93,LOW,LOW,criteria,"RxC Quadratic Voting describes itself as ""An easy tool to host a quadratic vote. Quadratic Voting is the mathematically optimal way"" — its international reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
195,Wikum,https://www.csail.mit.edu/research/wikum-bridging-discussion-systems-and-wikis-collective-summarization,47.2,39.2,8,0.93,LOW,LOW,criteria,"Wikum describes itself as ""Tools for communities to collectively summarize large online discussions and manage"" — its Global reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
196,Campaign Tracker,https://www.campaigntracker.nl/en,47.1,46.1,1,1.0,LOW,LOW,criteria,"Campaign Tracker describes itself as ""Platform for tracking and analyzing political campaign spending and advertising in the"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. In practice: addresses information asymmetry by improving access to structured knowledge and civic data for informed public participation."
197,Registers and collaboration: making lists we can trust,https://theodi.org/insights/reports/registers-and-collaboration-making-lists-we-can-trust-report,46.9,33.9,13,0.87,LOW,LOW,criteria,"Registers and collaboration: making lists we can trust describes itself as ""A report examining models of stewarding registers and the importance of transparency and"" — its International with UK focus reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. The +13-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
198,arXiv,https://arxiv.org,46.8,38.8,8,1.0,LOW,MEDIUM,criteria,"arXiv describes itself as ""Free distribution service and open-access archive for scholarly articles in physics"" — its International reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
199,Nook CRM,https://nookcrm.com,46.4,30.4,16,0.93,LOW,LOW,criteria,"Nook CRM describes itself as ""The case management tool for community energy, codesigned by energy advisors"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. The +16-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
200,Papertree,https://www.papertree.earth,46.4,30.4,16,0.6,MEDIUM,NONE,criteria,"Papertree describes itself as ""Interactive tree planting data platform for transparent climate action accountability"" — its global reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. The +16-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
201,CoTech,https://coops.tech,46.3,35.3,11,0.93,LOW,LOW,criteria,"CoTech describes itself as ""A UK-wide network of cooperative technology companies building values-aligned digital"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
202,GrantNav,https://grantnav.threesixtygiving.org,46.3,35.3,11,1.0,LOW,LOW,criteria,"GrantNav describes itself as ""Search, explore and download grants data published by UK funders in the 360Giving Data"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
203,Go Vocal,https://www.govocal.com,46.3,35.3,11,0.93,LOW,LOW,criteria,"Go Vocal describes itself as ""Online community engagement platform for governments"" — its Multi-national (12+ countries across Europe and North America) reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
204,CivicPress,https://civicpress.io/,45.9,34.9,11,0.93,LOW,LOW,criteria,"CivicPress describes itself as ""Open infrastructure for transparent local government"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
205,Mozilla Data Collective,https://datacollective.mozillafoundation.org/,45.8,37.8,8,0.93,LOW,HIGH,criteria,"Mozilla Data Collective describes itself as ""Rebuilding the AI data ecosystem with communities at the centre — 470+ high-quality"" — its global reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
206,FixMyBlock,https://fixmyblock.org,45.4,29.4,16,0.87,MEDIUM,LOW,criteria,"FixMyBlock describes itself as ""Tried and tested action guides for getting stuff fixed in your block"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. The +16-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
207,Empurrando Juntas (EJ),https://sobre.ejparticipe.org,45.4,29.4,16,0.8,MEDIUM,LOW,criteria,"Empurrando Juntas (EJ) describes itself as ""AI-powered opinion collection platform that segments audiences into personas based on"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. The +16-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
208,Conservative Party Funding,https://conservativepartyfunding.co.uk,45.3,34.3,11,0.87,LOW,LOW,criteria,"Conservative Party Funding describes itself as ""Industry overview of donations to the UK Conservative Party since 2019"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
209,whatsmeow,https://github.com/tulir/whatsmeow,45.3,34.3,11,0.73,LOW,MEDIUM,criteria,"whatsmeow describes itself as ""Go library for the WhatsApp web multidevice API"" — its global reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
210,Public AI Inference Utility,https://publicai.co/,45.3,34.3,11,1.0,LOW,LOW,criteria,"Public AI Inference Utility describes itself as ""A public access point for public and sovereign AI models"" — its International reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
211,Snowdrift.coop,https://snowdrift.coop,45.3,34.3,11,0.93,LOW,LOW,criteria,"Snowdrift.coop describes itself as ""Crowdmatching for public goods"" — its global reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
212,WriteToThem,https://www.writetothem.com,45.3,34.3,11,0.93,LOW,LOW,criteria,"WriteToThem describes itself as ""Email your Councillor, MP, MSP, MS, MLA or London Assembly Member for free"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
213,Anna's Archive,https://annas-archive.pm,45,46.7,8,0.93,LOW,HIGH,criteria,"Anna's Archive describes itself as ""A non-profit, open-source digital library preserving access to knowledge through shadow"" — its International but vulnerable to jurisdiction-specific enforcement reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
214,Humanitarian Data Exchange,https://data.humdata.org,45,44.7,16,1.0,LOW,LOW,criteria,"Humanitarian Data Exchange describes itself as ""Find, share and use humanitarian data all in one place"" — its International humanitarian response reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. The M1 modifier for bridging government and civil society accounts for most of the +16-point adjustment above criteria."
215,Dovetail,https://dovetail.network,45.0,29.0,16,0.87,MEDIUM,LOW,criteria,"Dovetail describes itself as ""Helps non-profits find a digital partner that fits"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. The +16-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
216,Entitledto,https://entitledto.co.uk,45,40.8,16,0.93,LOW,LOW,criteria,"Entitledto describes itself as ""Free online benefits calculator helping UK citizens understand welfare entitlements"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. The M1 modifier for bridging government and civil society accounts for most of the +16-point adjustment above criteria."
217,Agreement Engine,https://medium.com/metagov/introducing-the-agreement-engine-bf03b6d5c16c,45,51.6,11,0.93,LOW,LOW,criteria,"Agreement Engine describes itself as ""A tool for designing and implementing digital governance agreements"" — its international reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
218,Members' Interests,https://membersinterests.org.uk,45,38.8,11,0.93,LOW,LOW,criteria,"Members' Interests describes itself as ""Database of UK Members of Parliament financial interests and declarations"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
219,Abstract Wikipedia,https://meta.wikimedia.org/wiki/abstract_wikipedia,45,56.9,8,1.0,LOW,HIGH,criteria,"Abstract Wikipedia describes itself as ""A Wikimedia project to create a language-independent layer of structured knowledge that"" — its International reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
220,Metaculus,https://metaculus.com,45,34.9,11,1.0,LOW,LOW,criteria,"Metaculus describes itself as ""A community prediction platform for forecasting future events and outcomes"" — its International reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
221,New_ Public Roundabout,https://newpublic.substack.com/p/introducing-roundabout-built-for,45.0,32.0,13,0.93,LOW,LOW,criteria,"New_ Public Roundabout describes itself as ""A community space for neighbors — local digital forum app built from the ground up with"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. The +13-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
222,Open Access – Transparency International UK,https://openaccess.transparency.org.uk,45,45.3,11,0.93,LOW,LOW,criteria,"Open Access – Transparency International UK describes itself as ""Platform providing access to corporate transparency data and beneficial ownership"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
223,PlanIT,https://planit.org.uk,45,45.1,11,0.93,LOW,LOW,criteria,"PlanIT describes itself as ""Digital platform enabling community participation in local planning decisions"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
224,PolicyKit,https://policykit.org,45,56.9,11,1.0,LOW,MEDIUM,criteria,"PolicyKit describes itself as ""An open-source tool for evolving governance in online communities"" — its international, primarily United States reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
225,GovWise,https://www.govwise.ai/en,45.0,29.0,16,0.8,MEDIUM,LOW,criteria,"GovWise describes itself as ""AI-powered platform for automating public procurement tender screening and bid management"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. The M1 modifier for bridging government and civil society accounts for most of the +16-point adjustment above criteria."
226,Public Editor,https://www.publiceditor.io,45,46.7,11,0.87,LOW,HIGH,criteria,"Public Editor describes itself as ""Platform for collaborative fact-checking and editorial transparency in journalism"" — its international reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
227,Agencies for Good,https://www.agenciesforgood.org,44.9,36.9,8,0.93,LOW,LOW,criteria,"Agencies for Good describes itself as ""A community of tech for good agencies, consultancies and freelancers supporting socially"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
228,CrowdJustice,https://www.crowdjustice.com,44.9,33.9,11,0.93,LOW,LOW,criteria,"CrowdJustice describes itself as ""Crowdfunding platform for legal cases and justice campaigns"" — its Multi-jurisdictional (UK, US, Canada, Australia) reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
