rank,project_name,url,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
235,GOV.UK Forms,https://www.forms.service.gov.uk,33.3,33.3,0,1.0,LOW,LOW,criteria,GOV.UK Forms covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
236,Charity Digital Skills Report,https://charitydigitalskills.co.uk,32.4,32.4,0,0.92,LOW,MEDIUM,criteria,Charity Digital Skills Report covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
237,In the news,https://en.wikipedia.org/wiki/wikipedia:in_the_news,32.4,32.4,0,0.67,MEDIUM,LOW,criteria,In the news covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
238,Gender Pay Gap Service,https://gender-pay-gap.service.gov.uk,32.4,32.4,0,1.0,LOW,LOW,criteria,Gender Pay Gap Service covers relevant terrain — governance features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
239,whatsmeow,https://github.com/tulir/whatsmeow,32.4,32.4,0,0.5,MEDIUM,NONE,criteria,whatsmeow covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
240,Moral Machine,https://moralmachine.net,32.4,32.4,0,0.83,LOW,MEDIUM,criteria,Moral Machine covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
241,The Accountability Project,https://publicaccountability.org,32.4,32.4,0,0.75,LOW,LOW,criteria,The Accountability Project covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
242,Remember to Vote,https://remembertovote.org.uk,32.4,32.4,0,0.67,MEDIUM,LOW,criteria,"Remember to Vote scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
243,Riseup,https://riseup.net,32.4,32.4,0,0.75,LOW,MEDIUM,criteria,Riseup covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
244,Who Posted What?,https://whopostedwhat.com,32.4,32.4,0,0.75,LOW,MEDIUM,criteria,Who Posted What? covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
245,GOV.UK One Login,https://www.sign-in.service.gov.uk,32.4,32.4,0,1.0,LOW,LOW,criteria,GOV.UK One Login covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
246,Tor Project,https://www.torproject.org,32.2,40.2,-8,1.0,LOW,HIGH,criteria,Tor Project covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria. The extractive or surveillance dimension here is what pulls the score down — I can't endorse a model that extracts from communities without redistributing governance.
247,OA.Report,https://oa.report,31.4,31.4,0,0.92,LOW,LOW,criteria,OA.Report covers relevant terrain — governance features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
248,OpenAudience,https://openaudience.org,31.4,31.4,0,0.75,LOW,MEDIUM,criteria,OpenAudience covers relevant terrain — governance features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
249,Overton,https://overton.io,31.4,31.4,0,0.83,LOW,LOW,criteria,"Overton scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
250,PostBug,https://postbug.com,31.4,31.4,0,0.75,LOW,MEDIUM,criteria,"PostBug scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
251,semanticClimate,https://semanticclimate.github.io,31.4,31.4,0,0.67,MEDIUM,LOW,criteria,semanticClimate covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
252,The Circuit,https://thecircuit.cc,31.4,31.4,0,0.92,LOW,LOW,criteria,The Circuit covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
253,Go Vocal,https://www.govocal.com,31.3,37.3,-6,0.83,LOW,MEDIUM,criteria,"Go Vocal scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how. The extractive or surveillance dimension here is what pulls the score down — I can't endorse a model that extracts from communities without redistributing governance."
254,Entitledto,https://entitledto.co.uk,30.4,30.4,0,0.72,LOW,MEDIUM,criteria,Entitledto covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
255,DeepSeek-V3,https://github.com/deepseek-ai/deepseek-v3,30.4,30.4,0,0.75,LOW,HIGH,criteria,"DeepSeek-V3 covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria. High popularity risk: DeepSeek-V3 is well-known and well-documented, which inflates my confidence. Stripping out the documentation advantage, I'd estimate this 8-12 points lower."
256,Nyaaya,https://nyaaya.org,30.4,30.4,0,0.83,LOW,MEDIUM,criteria,Nyaaya covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
257,Plausible Analytics,https://plausible.io,30.4,30.4,0,0.75,LOW,LOW,criteria,Plausible Analytics covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
258,GOV.UK Notify,https://www.notifications.service.gov.uk,30.4,30.4,0,1.0,LOW,MEDIUM,criteria,GOV.UK Notify covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
259,Prolific,https://www.prolific.com,30.4,30.4,0,0.92,LOW,MEDIUM,criteria,Prolific covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
260,Privacy Badger,https://privacybadger.org,30.2,38.2,-8,0.92,LOW,MEDIUM,criteria,Privacy Badger covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria. The extractive or surveillance dimension here is what pulls the score down — I can't endorse a model that extracts from communities without redistributing governance.
261,Dunadyne,https://dunadyne.org,29.4,30.4,-1,0.67,MEDIUM,LOW,criteria,Dunadyne increases state or institutional capacity to monitor and manage civic activity — but I can't find accountability mechanisms directed at those affected. That asymmetry is the problem.
262,Local Insight,https://localinsight.org,29.4,29.4,0,0.83,LOW,MEDIUM,criteria,"Local Insight doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
263,GovWise,https://www.govwise.ai/en,29.4,29.4,0,0.75,LOW,LOW,criteria,"GovWise doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
264,MyActionCenter,https://www.myaction.center,29.4,29.4,0,0.75,LOW,LOW,criteria,"MyActionCenter scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
265,Collab.Land,https://collab.land,28.6,18.6,10,0.75,LOW,LOW,modifier,"Collab.Land applies programmable, verifiable mechanisms to governance — this is precisely what I mean by 'programmable governance': not just a platform with governance features, but mechanisms where the rules are encoded and auditable. The on-chain or cryptographically verifiable component gets a meaningful boost from me — this is the rare case where 'programmable governance' isn't just a marketing claim."
266,CivicMatch,https://civicmatch.app,28.4,28.4,0,0.67,MEDIUM,LOW,criteria,"CivicMatch doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
267,GOV Reuse Library,https://dev.reuselibrary.service.justice.gov.uk/,28.4,28.4,0,0.75,LOW,LOW,criteria,"GOV Reuse Library doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
268,Citizens Advice Tableau Public Profile,https://public.tableau.com/app/profile/citizensadvice/vizzes,28.4,28.4,0,0.58,MEDIUM,NONE,criteria,"Citizens Advice Tableau Public Profile doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
269,Right To Know,https://right-to-know.org,28.4,28.4,0,0.92,LOW,MEDIUM,criteria,"Right To Know doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
270,Consciousness Evolution Operating System (ConSoc),https://www.consoc.io,28.4,28.4,0,0.42,MEDIUM,NONE,criteria,"Consciousness Evolution Operating System (ConSoc) doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
271,Plinth,https://www.plinth.org.uk,28.4,28.4,0,1.0,LOW,LOW,criteria,"Plinth doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
272,Local Deep Researcher,https://local-deep-researcher-hnmh.vercel.app/,28,17.6,0,0.3,HIGH,NONE,underdog-protection,"The dossier on Local Deep Researcher is thin — I can't score it properly against my criteria. Underdog protection applies: I'm holding it at the floor rather than penalising it for being underdocumented. What little is there hints at relevance, but I'd need more to push higher."
273,Unknown,https://tracking-template-38b4c.web.app,28,12.7,0,0.08,HIGH,NONE,underdog-protection,"The dossier on Unknown is thin — I can't score it properly against my criteria. Underdog protection applies: I'm holding it at the floor rather than penalising it for being underdocumented. What little is there hints at relevance, but I'd need more to push higher."
274,Pear by Holepunch,https://docs.holepunch.to,27.5,27.5,0,0.75,LOW,LOW,criteria,"Pear by Holepunch doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
275,Full Fact AI,https://fullfact.org/ai,27.5,27.5,0,1.0,LOW,HIGH,criteria,"Full Fact AI doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership. High popularity risk: Full Fact AI is well-known and well-documented, which inflates my confidence. Stripping out the documentation advantage, I'd estimate this 8-12 points lower."
276,PatCit,https://github.com/cverluise/patcit,27.5,27.5,0,0.83,LOW,LOW,criteria,"PatCit doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
277,Ladder Hub,https://ladderhub.org/,27.5,22.5,5,0.67,MEDIUM,LOW,criteria,"Ladder Hub doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
278,Keep It In The Community,https://plunkett.my.site.com/keepitinthecommunity/s,27.5,27.5,0,0.58,MEDIUM,NONE,criteria,"Keep It In The Community doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
279,User Research Library,https://research.localgov.digital,27.5,27.5,0,0.83,LOW,MEDIUM,criteria,"User Research Library doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
280,RightDD,https://www.rightsdd.com,27.5,27.5,0,0.75,LOW,MEDIUM,criteria,"RightDD doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
281,Watch Duty,https://www.watchduty.org,27.5,27.5,0,0.75,LOW,LOW,criteria,"Watch Duty doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
282,GOV.UK Pay,https://www.payments.service.gov.uk,27.4,32.4,-5,1.0,LOW,MEDIUM,criteria,GOV.UK Pay increases state or institutional capacity to monitor and manage civic activity — but I can't find accountability mechanisms directed at those affected. That asymmetry is the problem.
283,We Live It,https://www.welivedit.ai,27.3,33.3,-6,0.67,MEDIUM,LOW,criteria,"We Live It scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how. The extractive or surveillance dimension here is what pulls the score down — I can't endorse a model that extracts from communities without redistributing governance."
284,AISafety.info,https://aisafety.info,26.5,26.5,0,0.75,LOW,LOW,criteria,"AISafety.info doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
285,Turn2us Benefits Calculator,https://benefits-calculator.turn2us.org.uk,26.5,26.5,0,0.83,LOW,MEDIUM,criteria,"Turn2us Benefits Calculator doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
286,Violation Tracker UK,https://violationtrackeruk.goodjobsfirst.org,26.5,26.5,0,0.55,MEDIUM,NONE,criteria,"Violation Tracker UK doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
287,Service Manual,https://www.gov.uk/service-manual,26.5,26.5,0,1.0,LOW,MEDIUM,criteria,"Service Manual doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
288,Shared Digital Guides,https://www.shareddigitalguides.org.uk,26.5,26.5,0,0.67,MEDIUM,LOW,criteria,"Shared Digital Guides doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
289,FixMyBlock,https://fixmyblock.org,25.5,25.5,0,0.83,LOW,LOW,criteria,"FixMyBlock doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
290,Granicus,https://granicus.com/uk,25.5,25.5,0,0.92,LOW,MEDIUM,criteria,"Granicus doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
291,GreenPT,https://greenpt.ai/,25.5,25.5,0,0.75,LOW,LOW,criteria,"GreenPT doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
292,Atlas of Surveillance,https://atlasofsurveillance.org,25.2,38.2,-13,0.92,LOW,LOW,modifier,I'm scoring Atlas of Surveillance low primarily because the core model involves data extraction or surveillance without meaningful accountability to those whose data is used — that's a direct conflict with my values around collective ownership and accountability. The extractive or surveillance dimension here is what pulls the score down — I can't endorse a model that extracts from communities without redistributing governance.
293,Dovetail,https://dovetail.network,24.5,24.5,0,0.75,LOW,LOW,criteria,"Dovetail doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
294,FarmerChat,https://farmerchat.digitalgreen.org,24.5,24.5,0,0.75,LOW,LOW,criteria,"FarmerChat doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
295,Public Media Stack,https://publicmediastack.com,24.5,24.5,0,0.75,LOW,LOW,criteria,"Public Media Stack doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
296,Society for Hopeful Technologists,https://societyforhopefultechnologists.org,23.5,23.5,0,0.75,LOW,LOW,criteria,"Society for Hopeful Technologists doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
297,The List,https://the-list.uk,23.5,23.5,0,0.83,LOW,LOW,criteria,"The List doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
298,Polimorphic,https://www.polimorphic.com,23.4,29.4,-6,0.92,LOW,LOW,criteria,"Polimorphic doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership. The extractive or surveillance dimension here is what pulls the score down — I can't endorse a model that extracts from communities without redistributing governance."
299,Labour Xchange,https://labourxchange.uk,22.5,22.5,0,0.83,LOW,MEDIUM,criteria,"Labour Xchange doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
300,Missing Numbers,https://missingnumbers.org,22.5,22.5,0,0.92,LOW,LOW,criteria,"Missing Numbers doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
301,Registers and collaboration: making lists we can trust,https://theodi.org/insights/reports/registers-and-collaboration-making-lists-we-can-trust-report,22.5,22.5,0,0.75,LOW,LOW,criteria,"Registers and collaboration: making lists we can trust doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
302,OpenOrigins,https://www.openorigins.com,22.5,22.5,0,0.75,LOW,LOW,criteria,"OpenOrigins doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
303,DoGooder,https://dogooder.co,21.6,21.6,0,0.6299999999999999,MEDIUM,LOW,criteria,"DoGooder doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
304,Filmot,https://filmot.com,21.6,21.6,0,0.67,MEDIUM,LOW,criteria,"Filmot doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
305,Understanding Your Morality,https://programs.clearerthinking.org/understanding-your-morality/,21.6,21.6,0,0.75,LOW,MEDIUM,criteria,"Understanding Your Morality doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
306,PoliMonitor,https://www.polimonitor.com,21.6,21.6,0,0.67,MEDIUM,LOW,criteria,"PoliMonitor doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
307,Public Editor,https://www.publiceditor.io,21.6,21.6,0,0.55,MEDIUM,NONE,criteria,"Public Editor doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
308,Yoti,https://www.yoti.com,21.6,21.6,0,0.92,LOW,MEDIUM,criteria,"Yoti doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
309,Responsible Tech Guide 2025,https://alltechishuman.org/responsible-tech-guide-2025,20.6,20.6,0,0.75,LOW,LOW,criteria,"Responsible Tech Guide 2025 doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
310,Mapping.kids,https://mapping.kids,20.6,20.6,0,0.42,MEDIUM,NONE,criteria,"Mapping.kids doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
311,DemTech Navigator,https://navigator.oii.ox.ac.uk,20.6,20.6,0,0.75,LOW,LOW,criteria,"DemTech Navigator doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
312,Sci-Hub,https://sci-hub.se,20.6,20.6,0,0.55,MEDIUM,NONE,criteria,"Sci-Hub doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
313,Digital Account Management Toolkit,https://digitalcharitylab.org/product/digital-account-management-toolkit,19.6,19.6,0,0.75,LOW,LOW,criteria,"Digital Account Management Toolkit doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
314,Esper,https://esper.com/product,19.6,19.6,0,0.83,LOW,LOW,criteria,"Esper doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
315,Whoisology,https://whoisology.com,19.5,24.5,-5,0.75,LOW,MEDIUM,criteria,Whoisology increases state or institutional capacity to monitor and manage civic activity — but I can't find accountability mechanisms directed at those affected. That asymmetry is the problem.
316,Conservative Party Funding,https://conservativepartyfunding.co.uk,18.6,18.6,0,0.75,LOW,LOW,criteria,"Conservative Party Funding doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
317,The Decelerator,https://decelerator.org.uk,17.6,17.6,0,0.75,LOW,LOW,criteria,"The Decelerator doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
318,COTSI (Cyber Operational Threat Situational Intelligence),https://cotsi.org/,17.5,22.5,-5,0.75,LOW,LOW,criteria,COTSI (Cyber Operational Threat Situational Intelligence) increases state or institutional capacity to monitor and manage civic activity — but I can't find accountability mechanisms directed at those affected. That asymmetry is the problem.
319,PolicyMogul,https://policymogul.com,16.7,16.7,0,0.67,MEDIUM,LOW,criteria,"PolicyMogul doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
320,WorkInCharities,https://www.workincharities.co.uk,16.7,16.7,0,0.67,MEDIUM,LOW,criteria,"WorkInCharities doesn't land well against my constitution. The project sits outside my core focus: budget transparency, governance legibility, and collective ownership."
N/A,Unknown Academic Paper (SSRN 5351275),https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5351275,N/A,0,0,0.1,HIGH,NONE,abstained,Dossier is empty and homepage is inaccessible — I can't assess Unknown Academic Paper (SSRN 5351275) against any of my criteria. Abstaining.
