rank,url,score,votes,dossier_completeness,popularity_risk,rationale
195,https://dev.reuselibrary.service.justice.gov.uk,38.0,4,0.0,low,No rationale available.
196,https://developer.parliament.uk,38.0,1,0.0,low,"UK Parliament Developer Portal does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: APIs and data for accessing UK Parliament information. Governance model: Government-operated. Strongest on participatory governance (C2: 5.2). Operates national. Dead link detected: score capped at 45."
197,https://docs.holepunch.to,38.0,4,0.0,low,"Pear by Holepunch has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A peer-to-peer runtime, development and deployment platform for building unstoppable applications. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
198,https://github.com/notchia/dao-governance-surfaces,38.0,4,0.0,low,DAO Governance Surfaces has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Extract and label the governance surface of a set of DAO smart contracts. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 8). Operates international.
199,https://github.com/thicknavyrain/uk_elections_leaflets,38.0,4,0.0,low,OpenElections Leaflet Scraper and Parser has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A CampaignLab 2024 Hackathon project to scrape and process UK election campaign leaflets into struct. Governance model: individual. Strongest on participatory governance (C2: 5.6). Operates national.
200,https://humbledata.org,38.0,4,0.0,low,Humble Data Workshop has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Free data science and Python workshops for underrepresented groups in tech. Governance model: informal volunteer collective with named organisers. Strongest on cross-jurisdictional applicability (C5: 11). Operates international.
201,https://monitormamdani.com,38.0,4,0.0,low,No rationale available.
202,https://navigator.oii.ox.ac.uk,38.0,4,0.0,low,"DemTech Navigator does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Online resource guide for civil society groups to address disinformation. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 8). Modifiers: M5:-11. Operates international."
203,https://societyforhopefultechnologists.org,38.0,3,0.0,low,Society for Hopeful Technologists has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: For everyone who wants technologies to work for people and planet.. Governance model: volunteer organising committee; charter-based; independent o. Strongest on lifecycle governance (C3: 8.0). Operates United Kingdom (primary); global aspiration.
204,https://spacetu.be,38.0,3,0.0,low,"Spacetube does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Group-to-group chat tool built on Matrix for secure decentralised communication. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
205,https://tech-coops.xyz,38.0,3,0.0,low,Tech Coops List addresses some of my criteria but falls short on enforcement and lifecycle coverage. The project describes itself as: A curated directory and resource hub for worker-owned technology cooperatives and related informatio. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 11). Modifiers: M4:+4. Operates international.
206,https://timecounts.org,38.0,3,0.0,low,"Timecounts does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: The Modern Volunteer Management Solution. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M5:-11. Operates international."
207,https://unpaywall.org/products/extension,38.0,3,0.0,low,"Unpaywall Browser Extension has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Browser extension to find legal, open access versions of academic papers. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
208,https://upgrader.gapminder.org,38.0,3,0.0,low,Gapminder Worldview Upgrader has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Important stuff most people get wrong — a free educational tool to help people rid themselves of com. Governance model: foundation. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
209,https://viewpoints.xyz,38.0,3,0.0,low,"Viewpoints has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Effortless AI-powered polls and consensus building for meetings, events, and communities. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 10). Modifiers: M5:-11. Operates international."
210,https://www.forms.service.gov.uk,38.0,3,0.0,low,GOV.UK Forms has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Create accessible online forms for UK government without technical knowledge. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 9.0). Operates national.
211,https://www.marksoutoftenancy.com,38.0,3,0.0,low,Marks Out Of Tenancy has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: UK landlord and letting agency review platform empowering renters with information and rights guidan. Governance model: social enterprise. Strongest on lifecycle governance (C3: 6.0). Operates national.
212,https://www.martus.org,38.0,3,0.0,low,"Martus has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Free, open source secure information collection and management tool for human rights activists. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 12). Operates international."
213,https://www.mpwatch.org,38.0,3,0.0,low,"MP Watch does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Uniting People and Politicians for Climate Action. Governance model: Centralized advocacy organization. Strongest on institutional infrastructure (C4: 6.0). Operates national."
214,https://www.myaction.center,38.0,3,0.0,low,MyActionCenter has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Turn your supporters into an activist force through coordinated online actions and gamification. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
215,https://www.openorigins.com,38.0,3,0.0,low,"OpenOrigins does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: The Trust Layer for a Verified Internet. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 10). Modifiers: M5:-11. Operates international."
216,https://www.otree.org,38.0,3,0.0,low,oTree has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Open-source platform for web-based behavioral research and interactive experiments. Governance model: Academic open-source with core maintainers. Strongest on cross-jurisdictional applicability (C5: 11). Operates international.
217,https://www.payments.service.gov.uk,38.0,3,0.0,low,GOV.UK Pay has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A payment processing platform for UK public services. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 7.0). Operates national.
218,https://www.plinth.org.uk,38.0,3,0.0,low,"Plinth has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: AI-powered platform helping organisations deliver, measure and fund community impact. Governance model: LLC. Strongest on institutional infrastructure (C4: 9.0). Modifiers: M3:+5. Operates national."
219,https://www.rightsdd.com,38.0,3,0.0,low,RightDD has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Human rights risk management technology for ESG due diligence and supply chain compliance. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 10). Modifiers: M3:+5. Operates international.
220,https://www.shareddigitalguides.org.uk,38.0,3,0.0,low,Shared Digital Guides has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Non-profit organisations share step-by-step guides to using digital tools for social good. Governance model: project_of_larger_org. Strongest on lifecycle governance (C3: 6.0). Operates national.
221,https://www.watchduty.org,38.0,2,0.0,low,"Watch Duty does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Real-time wildfire maps and alerts powered by volunteer first responders. Governance model: foundation. Strongest on cross-jurisdictional applicability (C5: 3). Operates national."
222,https://openaudience.org,37.5,4,0.0,low,"OpenAudience does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Understand your audience using open data by analyzing postcodes and output areas. Governance model: LLC. Strongest on evidence quality (C6: 4). Modifiers: M5:-11. Operates national."
223,https://blog.kagi.com/slopstop,37.2,4,0.0,low,Kagi SlopStop has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Community-driven AI slop detection in Kagi Search — your collective defense against AI-generated spa. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 11). Operates international.
224,https://journaliststudio.google.com,37.0,4,0.0,low,"Journalist Studio has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A collection of tools to empower journalists to do their work more efficiently, creatively, and secu. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 11). Operates international."
225,https://manifold.markets,37.0,4,0.0,low,"Manifold Markets has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A platform for creating and trading prediction markets on political, cultural, and business outcomes. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
226,https://openletter.earth,37.0,3,0.0,low,"Open Letter does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Platform for creating and signing open letters to effect civic and political change. Strongest on cross-jurisdictional applicability (C5: 11). Modifiers: M5:-11. Operates international."
227,https://turbophonebank.com,37.0,3,0.0,low,Turbo Phonebank has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A free phonebank platform that turns Google Sheets into phonebanks and textbanks with 2-tap calling. Governance model: individual. Strongest on lifecycle governance (C3: 6.0). Operates national.
228,https://choosealicense.com,36.8,4,0.0,low,"Choose a License does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: An open source license guide helping developers and projects select appropriate licenses for their w. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
229,https://github.com/i-dot-ai/awesome-gov-datasets,36.5,4,0.0,low,Awesome UK Government Datasets has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A curated list of references to useful UK Government datasets. Governance model: Open source; maintained by i.AI team with community PRs via . Strongest on evidence quality (C6: 9). Operates national.
230,https://github.com/propublica/django-collaborative,36.5,4,0.0,low,"django-collaborative does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: ProPublica's collaborative tip-gathering framework for importing and managing CSV, Google Sheets and. Governance model: project_of_larger_org. Strongest on evidence quality (C6: 5). Operates national."
231,https://github.com/sentinelteam/grim,36.5,4,0.0,low,GRIM (Global Risk Simulator) has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: AI Wargamer and Global Risk Simulator — a Telegram bot for simulating and role-playing global catast. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 10). Operates international.
232,https://postbug.com,36.5,4,0.0,low,"PostBug does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Send printed postcards to people in power. Governance model: project_of_larger_org. Strongest on participatory governance (C2: 5.2). Operates national."
233,https://localinsight.org,36.2,4,0.0,low,"Local Insight does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Community and Neighbourhood Data Platform. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 6.0). Operates national."
234,https://metaculus.com,36.0,3,0.0,low,Metaculus addresses some of my criteria but falls short on enforcement and lifecycle coverage. The project describes itself as: A community prediction platform for forecasting future events and outcomes. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 9). Operates international. Dead link detected: score capped at 45.
235,https://overton.io,36.0,3,0.0,low,"Overton does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: A platform for understanding and analyzing political positions and policy proposals. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 7). Modifiers: M5:-11. Operates international."
236,https://publicmediastack.com,36.0,3,0.0,low,Public Media Stack has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A curated research resource mapping software tools and technologies used across the public media wor. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 10). Operates international.
237,https://research.localgov.digital,36.0,3,0.0,low,"User Research Library does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: A searchable repository of user research conducted by local government services. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 7.0). Operates national."
238,https://www.yoti.com,35.8,4,0.0,low,"Yoti does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Building the world's trusted identity platform. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M5:-11. Operates international."
239,https://github.com/ideal-postcodes/postcodes.io,35.5,4,0.0,low,"postcodes.io does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: UK postcode & geolocation API, serving up open data. Governance model: LLC. Strongest on evidence quality (C6: 7). Operates national."
240,https://opendatacommunities.org,35.4,5,0.0,low,"Open Data Communities has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Official open data platform from the UK Ministry of Housing, Communities & Local Government publishi. Governance model: project_of_larger_org. Strongest on lifecycle governance (C3: 8.0). Operates national."
241,https://www.prolific.com,35.3,3,0.0,low,Prolific addresses some of my criteria but falls short on enforcement and lifecycle coverage. The project describes itself as: Easily collect high-quality data from real people. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 10). Operates international.
242,https://alltechishuman.org/responsible-tech-guide-2025,35.2,4,0.0,low,"Responsible Tech Guide 2025 does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Flagship resource providing information, inspiration, and pathways for involvement in the Responsibl. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
243,https://entitledto.co.uk,35.0,3,0.0,low,"Entitledto does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Free online benefits calculator helping UK citizens understand welfare entitlements. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 8.0). Modifiers: M5:-11. Operates national. Dead link detected: score capped at 45."
244,https://remembertovote.org.uk,35.0,3,0.0,low,Remember to Vote has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Free SMS reminder service for polling station locations and voter ID requirements. Governance model: project_of_larger_org. Strongest on participatory governance (C2: 8.2). Operates national.
245,https://plausible.io,34.8,4,0.0,low,"Plausible Analytics has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Simple, privacy-friendly Google Analytics alternative. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 7). Operates international."
246,https://urbit.org,34.7,3,0.0,low,Urbit has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A personal server operating system designed for self-sovereignty and decentralized computing. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 10). Operates international.
247,https://labourxchange.uk,34.6,5,0.0,low,"Labour Xchange does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: A fair work platform connecting underemployed and flexible workers with employers. Governance model: LLC. Strongest on institutional infrastructure (C4: 6.0). Operates national."
248,https://www.dsc.org.uk/publication/the-guide-to-major-trusts-2025-26,34.3,3,0.0,low,No rationale available.
249,https://dovetail.network,34.2,4,0.0,low,"Dovetail scores zero after modifier penalties. The project does not build enforcement infrastructure, lacks participatory governance mechanisms, and does not address lifecycle governance. M5:-11"
250,https://semanticclimate.github.io,34.0,3,0.0,low,semanticClimate has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Semantic search and analysis of climate science literature. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
251,https://fatebook.io,33.4,5,0.0,low,"Fatebook has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Rapid predictions, anywhere. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 10). Operates international."
252,https://www.polimorphic.com,33.3,3,0.0,low,Polimorphic has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: AI-powered platform for service-first government operations and resident engagement. Governance model: LLC. Strongest on lifecycle governance (C3: 8.0). Modifiers: M5:-12. Operates national.
253,https://arxiv.org,33.2,4,0.0,low,"arXiv addresses some of my criteria but falls short on enforcement and lifecycle coverage. The project describes itself as: Free distribution service and open-access archive for scholarly articles in physics, mathematics, co. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M4:+4. Operates international."
254,https://github.com/kazad/pastecal,33.2,4,0.0,low,Pastecal has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Zero-login shared calendar for collaborative scheduling without authentication. Governance model: individual. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
255,https://github.com/vbuterin/dao,33.2,4,0.0,low,The DAO (Standard DAO Framework) has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A Standard DAO (Decentralized Autonomous Organization) framework written in Solidity. Governance model: individual. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
256,https://github.com/ribenamaplesyrup/sugartrail,33.0,4,0.0,low,"Sugartrail has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Network analysis and visualisation tool for exploring connections between companies, officers and ad. Governance model: project_of_larger_org. Strongest on evidence quality (C6: 9). Operates national."
257,https://nookcrm.com,33.0,4,0.0,low,"Nook CRM does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: The case management tool for community energy, codesigned by energy advisors. Governance model: project_of_larger_org. Strongest on participatory governance (C2: 3.9). Modifiers: M5:-11. Operates national."
258,https://riversentiment.app,33.0,3,0.0,low,River Sentiment Dashboard has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Displays social media sentiment about rivers alongside ecological status data for 450+ rivers in the. Governance model: project_of_larger_org. Strongest on lifecycle governance (C3: 8.0). Operates regional.
259,https://whopostedwhat.com,33.0,3,0.0,low,"Who Posted What? does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Non-public Facebook keyword search tool for researchers and public interest workers. Governance model: individual. Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M5:-11. Operates international."
260,https://github.com/mikekelly/policy-dojo,32.7,3,0.0,low,UK Policy Dojo has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A dojo for AI agents to battle out UK policy ideas through adversarial review. Governance model: individual. Strongest on evidence quality (C6: 9). Operates national.
261,https://sobre.ejparticipe.org,32.7,3,0.0,low,"Empurrando Juntas (EJ) does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: AI-powered opinion collection platform that segments audiences into personas based on their views. Governance model: LLC. Strongest on participatory governance (C2: 7.8). Modifiers: M5:-11. Operates national."
262,https://greenpt.ai,32.5,4,0.0,low,No rationale available.
263,https://www.mptwitterbios.co.uk,32.0,3,0.0,low,MP Twitter Bios has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Analysis of whether UK Members of Parliament mention their political party in their Twitter biograph. Governance model: project_of_larger_org. Strongest on evidence quality (C6: 7). Operates national.
264,https://www.polimonitor.com,32.0,3,0.0,low,"PoliMonitor does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Political monitoring service enabling organisations to understand, engage and shape political discus. Governance model: LLC. Strongest on institutional infrastructure (C4: 4.0). Operates national."
265,https://github.com/ytdl-org/youtube-dl,31.8,4,0.0,low,youtube-dl has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Command-line program to download videos from YouTube.com and other video sites. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
266,https://granicus.com/uk,31.5,4,0.0,low,"Granicus does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: The Citizen Experience Platform for Government. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 11). Modifiers: M5:-11. Operates Global (UK focus for this page)."
267,https://onodi.co/bisect,31.5,4,0.0,low,No rationale available.
268,https://public.tableau.com/app/profile/citizensadvice/vizzes,31.3,3,0.0,low,"Citizens Advice Tableau Public Profile does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Data visualizations and dashboards tracking advice issues, consumer trends, and client demographics . Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 4.0). Operates national."
269,https://theodi.org/insights/reports/registers-and-collaboration-making-lists-we-can-trust-report,31.3,3,0.0,low,"Registers and collaboration: making lists we can trust does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: A report examining models of stewarding registers and the importance of transparency and collaborati. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
270,https://whoisology.com,31.3,3,0.0,low,"Whoisology does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Billions of archived domain name whois records searchable and cross-referenced for reverse lookups. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M5:-11. Operates international."
271,https://charitydigitalskills.co.uk,31.0,4,0.0,low,"Charity Digital Skills Report has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Annual survey tracking digital and AI adoption, skills, and support needs across the UK charity sect. Governance model: project_of_larger_org. Strongest on evidence quality (C6: 6). Operates national."
272,https://wardwatch.uk,30.3,3,0.0,low,"WardWatch does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: AI-powered deep research on councillor performance. Governance model: Proprietary. Strongest on lifecycle governance (C3: 6.0). Modifiers: M5:-11. Operates national."
273,https://digitalcharitylab.org/product/digital-account-management-toolkit,30.0,4,0.0,low,"Digital Account Management Toolkit does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Free resource to help nonprofits manage social media and digital accounts securely and prevent accou. Governance model: project_of_larger_org. Strongest on lifecycle governance (C3: 10.0). Modifiers: M5:-11. Operates international."
274,https://github.com/tulir/whatsmeow,30.0,4,0.0,low,"whatsmeow does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Go library for the WhatsApp web multidevice API. Governance model: individual. Strongest on cross-jurisdictional applicability (C5: 8). Operates international."
275,https://moralmachine.net,29.6,5,0.0,low,Moral Machine has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A platform for exploring ethical dilemmas in autonomous vehicle decision-making through crowdsourced. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
276,https://pageviews.wmcloud.org,29.3,3,0.0,low,Pageviews Analysis has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Tool for analyzing and comparing pageview statistics across Wikipedia articles. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
277,https://www.agenciesforgood.org,29.3,3,0.0,low,"Agencies for Good has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A community of tech for good agencies, consultancies and freelancers supporting socially impactful w. Governance model: cooperative. Strongest on participatory governance (C2: 9.1). Modifiers: M4:+4. Operates national."
278,https://the-list.uk,28.8,4,0.0,low,"The List has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Tracking changes to grant-making behaviour of Trusts and Foundations in the UK — By Fundraisers, For. Governance model: individual. Strongest on enforcement/verification (C1: 8.4). Operates national."
279,https://decelerator.org.uk,28.0,2,0.0,low,"The Decelerator has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A free support service for civil society organisations facing endings — closures, mergers, leadershi. Governance model: LLC. Strongest on evidence quality (C6: 7). Operates national."
280,https://github.com/cverluise/patcit,28.0,4,0.0,low,PatCit has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Making Patent Citations Uncool Again — a comprehensive dataset of structured patent citations. Governance model: project_of_larger_org. Strongest on lifecycle governance (C3: 12.0). Operates international.
281,https://osintframework.com,28.0,3,0.0,low,OSINT Framework has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A curated collection of free OSINT tools and resources for information gathering. Governance model: individual. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
282,https://soweego.readthedocs.io,28.0,2,0.0,low,soweego has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Link Wikidata to large catalogs. Governance model: foundation. Strongest on lifecycle governance (C3: 10.0). Operates international.
283,https://aisafety.info,27.5,4,0.0,low,AISafety.info has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Educational resource on AI safety risks and how to help ensure beneficial AI outcomes. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
284,https://www.donotpay.com,26.0,3,0.0,low,"DoNotPay does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: AI-powered legal assistance and consumer advocacy platform. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 8). Modifiers: M5:-11. Operates international."
285,https://richardpope.org/2017/03/05/beckton-a-tool-to-build,24.0,2,0.0,low,"Beckton does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: A conditional-commitment tool for creating groups of paying members — only charges if enough people . Governance model: project_of_larger_org. Strongest on lifecycle governance (C3: 6.0). Operates national."
286,https://collab.land,21.0,4,0.0,low,Collab.Land has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Web3 community management platform for token-gated membership verification. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 10). Operates international.
287,https://www.workincharities.co.uk,20.7,3,0.0,low,"WorkInCharities scores zero after modifier penalties. The project does not build enforcement infrastructure, lacks participatory governance mechanisms, and does not address lifecycle governance. M5:-11"
288,https://filmot.com,20.2,5,0.0,low,"Filmot does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Search in Youtube captions and subtitles. Governance model: individual. Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M5:-11. Operates international."
289,https://sci-hub.se,15.0,1,0.0,low,Sci-Hub has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Provides free access to academic research papers by circumventing publisher paywalls. Governance model: individual. Strongest on cross-jurisdictional applicability (C5: 9). Operates international. Dead link detected: score capped at 45.
