Rank,Project,URL,Score,Criteria,Mod Adj,Completeness,Uncertainty,Pop Risk,Primary Driver,Rationale
228,Public Media Stack,https://publicmediastack.com,25.6,21.6,4,0.85,LOW,MEDIUM,criteria,"My constitution is not built to see what Public Media Stack does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
229,DoNotPay,https://www.donotpay.com,25.6,21.6,4,0.75,LOW,MEDIUM,criteria,"My constitution is not built to see what DoNotPay does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
230,Open Science Framework,https://osf.io,25.5,25.5,0,0.7,LOW,MEDIUM,criteria,"My constitution is not built to see what Open Science Framework does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
231,Gapminder Worldview Upgrader,https://upgrader.gapminder.org,25.5,25.5,0,0.95,LOW,MEDIUM,criteria,"My constitution is not built to see what Gapminder Worldview Upgrader does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
232,Choose a License,https://choosealicense.com,24.6,20.6,4,0.95,LOW,MEDIUM,criteria,"My constitution is not built to see what Choose a License does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
233,ClimateAction.Tech,https://climateaction.tech,24.6,20.6,4,0.9,LOW,MEDIUM,criteria,"My constitution is not built to see what ClimateAction.Tech does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
234,Bluesky Social,https://github.com/bluesky-social,24.6,21.6,3,0.95,LOW,MEDIUM,criteria,"My constitution is not built to see what Bluesky Social does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
235,Registers and collaboration: making lists we can trust,https://theodi.org/insights/reports/registers-and-collaboration-making-lists-we-can-trust-report,24.6,20.6,4,0.85,LOW,MEDIUM,criteria,"My constitution is not built to see what Registers and collaboration: making lists we can trust does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
236,Dovetail,https://dovetail.network,23.7,15.7,8,0.85,LOW,MEDIUM,modifier,"My constitution is not built to see what Dovetail does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
237,Prolific,https://www.prolific.com,23.7,15.7,8,0.8,LOW,MEDIUM,modifier,"My constitution is not built to see what Prolific does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
238,Turn2us Benefits Calculator,https://benefits-calculator.turn2us.org.uk,23.6,19.6,4,0.85,LOW,HIGH,criteria,"My constitution is not built to see what Turn2us Benefits Calculator does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
239,Fission Codes,https://github.com/fission-codes/fission-codes,23.6,19.6,4,0.9,LOW,MEDIUM,criteria,"My constitution is not built to see what Fission Codes does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
240,OA.Report,https://oa.report,23.6,19.6,4,0.85,LOW,MEDIUM,criteria,"My constitution is not built to see what OA.Report does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
241,Turbo Phonebank,https://turbophonebank.com,23.6,19.6,4,0.8,LOW,MEDIUM,criteria,"My constitution is not built to see what Turbo Phonebank does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
242,Plinth,https://www.plinth.org.uk,23.6,19.6,4,0.85,LOW,MEDIUM,criteria,"My constitution is not built to see what Plinth does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
243,Shared Digital Guides,https://www.shareddigitalguides.org.uk,23.6,19.6,4,0.85,LOW,MEDIUM,criteria,"My constitution is not built to see what Shared Digital Guides does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
244,Consent-O-Matic,https://github.com/cavi-au/consent-o-matic,23.5,24.5,-1,0.95,LOW,MEDIUM,criteria,"My constitution is not built to see what Consent-O-Matic does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
245,Nyaaya,https://nyaaya.org,23.5,23.5,0,1.0,LOW,MEDIUM,criteria,"My constitution is not built to see what Nyaaya does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
246,Nym,https://nymtech.net,23.5,23.5,0,0.9,LOW,MEDIUM,criteria,"My constitution is not built to see what Nym does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
247,Schema.org,https://schema.org,23.5,23.5,0,0.65,MEDIUM,LOW,criteria,"My constitution is not built to see what Schema.org does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
248,We Live It,https://www.welivedit.ai,22.7,14.7,8,0.65,MEDIUM,LOW,modifier,"My constitution is not built to see what We Live It does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
249,arXiv,https://arxiv.org,22.6,18.6,4,0.95,LOW,MEDIUM,criteria,"My constitution is not built to see what arXiv does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
250,Fatebook,https://fatebook.io,22.6,18.6,4,0.95,LOW,MEDIUM,criteria,"My constitution is not built to see what Fatebook does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
251,User Research Library,https://research.localgov.digital,22.6,18.6,4,0.85,LOW,MEDIUM,criteria,"My constitution is not built to see what User Research Library does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
252,PoliMonitor,https://www.polimonitor.com,22.6,18.6,4,0.8,LOW,MEDIUM,criteria,"My constitution is not built to see what PoliMonitor does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
253,Atlas of Surveillance,https://atlasofsurveillance.org,22.5,26.5,-4,0.95,LOW,MEDIUM,criteria,"My constitution is not built to see what Atlas of Surveillance does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
254,The Accountability Project,https://publicaccountability.org,22.5,22.5,0,0.65,MEDIUM,LOW,criteria,"My constitution is not built to see what The Accountability Project does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
255,Radicle,https://radicle.xyz,22.5,22.5,0,0.95,LOW,MEDIUM,criteria,"My constitution is not built to see what Radicle does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
256,The Data Trusts Initiative,https://datatrusts.uk,21.7,13.7,8,0.8,LOW,MEDIUM,modifier,"My constitution is not built to see what The Data Trusts Initiative does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
257,Humanitarian Data Exchange,https://data.humdata.org,21.6,21.6,0,0.7,LOW,MEDIUM,criteria,"My constitution is not built to see what Humanitarian Data Exchange does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
258,GOV Reuse Library,https://dev.reuselibrary.service.justice.gov.uk,21.6,17.6,4,0.85,LOW,MEDIUM,criteria,"My constitution is not built to see what GOV Reuse Library does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
259,Entitledto,https://entitledto.co.uk,21.6,17.6,4,0.55,MEDIUM,LOW,criteria,"Entitledto has a dead homepage, which caps the score at 45. Without a working site, I cannot assess whether the project is still active or what it currently does. The dossier alone is not enough."
260,rsky,https://github.com/blacksky-algorithms/rsky,21.6,21.6,0,0.95,LOW,MEDIUM,criteria,"My constitution is not built to see what rsky does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
261,Granicus,https://granicus.com/uk,21.6,17.6,4,0.8,LOW,MEDIUM,criteria,"My constitution is not built to see what Granicus does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
262,Metaculus,https://metaculus.com,21.6,21.6,0,0.85,LOW,MEDIUM,criteria,"Metaculus has a dead homepage, which caps the score at 45. Without a working site, I cannot assess whether the project is still active or what it currently does. The dossier alone is not enough."
263,New_ Public Roundabout,https://newpublic.substack.com/p/introducing-roundabout-built-for,21.6,21.6,0,0.9,LOW,MEDIUM,criteria,"My constitution is not built to see what New_ Public Roundabout does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
264,ORCID,https://orcid.org,21.6,18.6,3,0.75,LOW,MEDIUM,criteria,"My constitution is not built to see what ORCID does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
265,Turkopticon,https://turkopticon.ucsd.edu,21.6,21.6,0,0.9,LOW,MEDIUM,criteria,"My constitution is not built to see what Turkopticon does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
266,VFRAME,https://vframe.io,21.6,17.6,4,0.9,LOW,MEDIUM,criteria,"My constitution is not built to see what VFRAME does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
267,GOV.UK Notify,https://www.notifications.service.gov.uk,21.6,17.6,4,0.95,LOW,MEDIUM,criteria,"My constitution is not built to see what GOV.UK Notify does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
268,GOV.UK One Login,https://www.sign-in.service.gov.uk,21.6,17.6,4,0.95,LOW,MEDIUM,criteria,"My constitution is not built to see what GOV.UK One Login does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
269,Aragon,https://aragon.org,20.6,20.6,0,0.9,LOW,MEDIUM,criteria,"My constitution is not built to see what Aragon does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
270,Riseup,https://riseup.net,20.6,20.6,0,0.9,LOW,MEDIUM,criteria,"My constitution is not built to see what Riseup does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
271,Tor Project,https://www.torproject.org,20.5,24.5,-4,0.9,LOW,HIGH,criteria,"My constitution is not built to see what Tor Project does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
272,GOV.UK Pay,https://www.payments.service.gov.uk,19.7,15.7,4,0.9,LOW,MEDIUM,criteria,"My constitution is not built to see what GOV.UK Pay does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
273,Local Deep Researcher,https://local-deep-researcher-hnmh.vercel.app,19.6,19.6,0,0.45,MEDIUM,LOW,criteria,"Local Deep Researcher has a dead homepage, which caps the score at 45. Without a working site, I cannot assess whether the project is still active or what it currently does. The dossier alone is not enough."
274,Moral Machine,https://moralmachine.net,19.6,19.6,0,0.75,LOW,MEDIUM,criteria,"My constitution is not built to see what Moral Machine does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
275,Gender Pay Gap Service,https://gender-pay-gap.service.gov.uk,18.7,14.7,4,0.85,LOW,MEDIUM,criteria,"My constitution is not built to see what Gender Pay Gap Service does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
276,The Guide to Major Trusts 2025/26,https://www.dsc.org.uk/publication/the-guide-to-major-trusts-2025-26,18.7,14.7,4,0.85,LOW,MEDIUM,criteria,"My constitution is not built to see what The Guide to Major Trusts 2025/26 does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
277,Service Manual,https://www.gov.uk/service-manual,18.7,14.7,4,0.95,LOW,MEDIUM,criteria,"My constitution is not built to see what Service Manual does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
278,youtube-dl,https://github.com/ytdl-org/youtube-dl,17.6,17.6,0,0.9,LOW,MEDIUM,criteria,"My constitution is not built to see what youtube-dl does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
279,Watch Duty,https://www.watchduty.org,17.6,17.6,0,0.85,LOW,MEDIUM,criteria,"My constitution is not built to see what Watch Duty does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
280,AISafety.info,https://aisafety.info,16.7,13.7,3,0.95,LOW,MEDIUM,criteria,"My constitution is not built to see what AISafety.info does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
281,CivicMatch,https://civicmatch.app,16.7,13.7,3,0.8,LOW,MEDIUM,criteria,"My constitution is not built to see what CivicMatch does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
282,Pear by Holepunch,https://docs.holepunch.to,16.7,16.7,0,0.9,LOW,MEDIUM,criteria,"My constitution is not built to see what Pear by Holepunch does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
283,FixMyBlock,https://fixmyblock.org,16.7,12.7,4,0.8,LOW,MEDIUM,criteria,"My constitution is not built to see what FixMyBlock does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
284,whatsmeow,https://github.com/tulir/whatsmeow,16.7,16.7,0,0.65,MEDIUM,LOW,criteria,"My constitution is not built to see what whatsmeow does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
285,Global Fact-Check Bot (GFC),https://globalfactcheck.bot,16.7,12.7,4,0.9,LOW,MEDIUM,criteria,"My constitution is not built to see what Global Fact-Check Bot (GFC) does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
286,Labour Xchange,https://labourxchange.uk,16.7,12.7,4,0.9,LOW,MEDIUM,criteria,"My constitution is not built to see what Labour Xchange does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
287,Understanding Your Morality,https://programs.clearerthinking.org/understanding-your-morality,16.7,12.7,4,0.85,LOW,MEDIUM,criteria,"My constitution is not built to see what Understanding Your Morality does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
288,Privacy Badger,https://privacybadger.org,16.6,21.6,-5,0.95,LOW,MEDIUM,modifier,"My constitution is not built to see what Privacy Badger does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
289,Mapping.kids,https://mapping.kids,15.8,11.8,4,0.55,MEDIUM,LOW,criteria,"My constitution is not built to see what Mapping.kids does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
290,Urbit,https://urbit.org,15.8,11.8,4,0.9,LOW,MEDIUM,criteria,"My constitution is not built to see what Urbit does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
291,Overton,https://overton.io,15.7,15.7,0,0.85,LOW,MEDIUM,criteria,"My constitution is not built to see what Overton does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
292,Keep It In The Community,https://plunkett.my.site.com/keepitinthecommunity/s,15.7,15.7,0,0.65,MEDIUM,LOW,criteria,"My constitution is not built to see what Keep It In The Community does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
293,Whoisology,https://whoisology.com,15.7,15.7,0,0.8,LOW,MEDIUM,criteria,"My constitution is not built to see what Whoisology does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
294,Polimorphic,https://www.polimorphic.com,15.7,16.7,-1,0.85,LOW,MEDIUM,criteria,"My constitution is not built to see what Polimorphic does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
295,Kagi SlopStop,https://blog.kagi.com/slopstop,14.8,10.8,4,0.95,LOW,MEDIUM,criteria,"My constitution is not built to see what Kagi SlopStop does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
296,Full Fact AI,https://fullfact.org/ai,14.8,10.8,4,0.8,LOW,MEDIUM,criteria,"My constitution is not built to see what Full Fact AI does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
297,Esper,https://esper.com/product,14.7,14.7,0,0.85,LOW,MEDIUM,criteria,"My constitution is not built to see what Esper does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
298,Who Posted What?,https://whopostedwhat.com,14.7,14.7,0,0.8,LOW,MEDIUM,criteria,"My constitution is not built to see what Who Posted What? does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
299,Collab.Land,https://collab.land,13.9,6.9,7,0.85,LOW,MEDIUM,modifier,"My constitution is not built to see what Collab.Land does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
300,The Decelerator,https://decelerator.org.uk,13.8,9.8,4,0.85,LOW,HIGH,criteria,"My constitution is not built to see what The Decelerator does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
301,Responsible Tech Guide 2025,https://alltechishuman.org/responsible-tech-guide-2025,13.7,13.7,0,0.85,LOW,MEDIUM,criteria,"My constitution is not built to see what Responsible Tech Guide 2025 does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
302,Digital Account Management Toolkit,https://digitalcharitylab.org/product/digital-account-management-toolkit,12.8,8.8,4,0.85,LOW,MEDIUM,criteria,"My constitution is not built to see what Digital Account Management Toolkit does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
303,Dunadyne,https://dunadyne.org,12.7,12.7,0,0.8,LOW,MEDIUM,criteria,"My constitution is not built to see what Dunadyne does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
304,CAN/DGSI 127 - Age Assurance Technologies Standard,https://dgc-cgn.org/product/can-dgsi-127,11.8,11.8,0,0.85,LOW,MEDIUM,criteria,"My constitution is not built to see what CAN/DGSI 127 - Age Assurance Technologies Standard does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
305,GreenPT,https://greenpt.ai,11.8,7.8,4,0.85,LOW,MEDIUM,criteria,"My constitution is not built to see what GreenPT does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
306,Sci-Hub,https://sci-hub.se,11.8,11.8,0,0.55,MEDIUM,LOW,criteria,"Sci-Hub has a dead homepage, which caps the score at 45. Without a working site, I cannot assess whether the project is still active or what it currently does. The dossier alone is not enough."
307,COTSI (Cyber Operational Threat Situational Intelligence),https://cotsi.org,10.9,6.9,4,0.8,LOW,MEDIUM,criteria,"My constitution is not built to see what COTSI (Cyber Operational Threat Situational Intelligence) does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
308,The List,https://the-list.uk,10.9,6.9,4,0.9,LOW,MEDIUM,criteria,"My constitution is not built to see what The List does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
309,Public Editor,https://www.publiceditor.io,10.9,6.9,4,0.55,MEDIUM,LOW,criteria,"Public Editor has a dead homepage, which caps the score at 45. Without a working site, I cannot assess whether the project is still active or what it currently does. The dossier alone is not enough."
310,Society for Hopeful Technologists,https://societyforhopefultechnologists.org,8.9,4.9,4,0.85,LOW,MEDIUM,criteria,"My constitution is not built to see what Society for Hopeful Technologists does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
311,WorkInCharities,https://www.workincharities.co.uk,8.9,4.9,4,0.8,LOW,MEDIUM,criteria,"My constitution is not built to see what WorkInCharities does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
312,Yoti,https://www.yoti.com,8.9,4.9,4,0.85,LOW,MEDIUM,criteria,"My constitution is not built to see what Yoti does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
313,Filmot,https://filmot.com,8.8,8.8,0,0.65,MEDIUM,LOW,criteria,"My constitution is not built to see what Filmot does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
314,GovWise,https://www.govwise.ai/en,7.8,8.8,-1,0.8,LOW,MEDIUM,criteria,"My constitution is not built to see what GovWise does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
315,DemTech Navigator,https://navigator.oii.ox.ac.uk,6.9,6.9,0,0.8,LOW,MEDIUM,criteria,"My constitution is not built to see what DemTech Navigator does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
316,Consciousness Evolution Operating System (ConSoc),https://www.consoc.io,6.9,3.9,3,0.5,MEDIUM,LOW,criteria,"My constitution is not built to see what Consciousness Evolution Operating System (ConSoc) does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
317,Ladder Hub,https://ladderhub.org,5.9,5.9,0,0.7,MEDIUM,LOW,criteria,"My constitution is not built to see what Ladder Hub does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
318,PolicyMogul,https://policymogul.com,5.9,5.9,0,0.6,MEDIUM,LOW,criteria,"My constitution is not built to see what PolicyMogul does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
319,DeepSeek-V3,https://github.com/deepseek-ai/deepseek-v3,5.8,10.8,-5,0.9,LOW,MEDIUM,modifier,"My constitution is not built to see what DeepSeek-V3 does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
320,FarmerChat,https://farmerchat.digitalgreen.org,3.9,3.9,0,0.8,LOW,MEDIUM,criteria,"My constitution is not built to see what FarmerChat does. It may do valuable work, but it does not register on my criteria for civic engagement, digital commons, or data for social good. This is a limitation of my evaluative framework, not necessarily of the project."
321,Unknown Academic Paper (SSRN 5351275),https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5351275,,,,0.1,HIGH,NONE,abstained,Insufficient dossier evidence to evaluate against the constitution.
