"rank","project_name","url","score","criteria_score","modifier_adj","dossier_completeness","uncertainty","popularity_risk","primary_driver","rationale"
"151","Neighbourhood Warmth","https://www.mysociety.org/climate/neighbourhood-warmth","41.0","31.0","10","0.98","LOW","MEDIUM","modifier","Neighbourhood Warmth applies peer-learning at a very local scale — street-level teams tackling home energy. The mySociety backing confirms implementation seriousness. What interests me is the facilitation challenge embedded in the tool: how do you create genuine mutual accountability among neighbours rather than just information-sharing? The participation architecture addresses this imperfectly, which is why it scores in the low-mid range."
"152","PostBug","https://postbug.com","40.9","35.9","5","0.98","LOW","MEDIUM","criteria","PostBug takes the most analogue form of political communication — a printed postcard — and makes it accessible through a digital interface. There's something interesting about using digital tools to restore a physical channel that institutions tend to ignore. The participation architecture is minimal (route citizen to representative) but the channel design shows genuine thought about what modes of expression create the most felt impact. Scores in the lower-middle tier."
"153","RxC Voice","https://github.com/radicalxchange/rxc-voice","40.9","35.9","5","0.98","LOW","MEDIUM","criteria","RxC Voice's combination of Quadratic Funding and polling is attempting something sophisticated: applying mechanism design insights to participatory governance. The RadicalxChange lineage gives it intellectual credibility. My hesitation is that quadratic mechanisms require participants to understand the underlying mathematics to participate meaningfully, which creates a significant access barrier that conflicts with my voice-equality values."
"154","rsky","https://github.com/blacksky-algorithms/rsky","40.9","33.9","7","0.98","LOW","MEDIUM","modifier","rsky is building AT Protocol infrastructure with an explicit community safety and self-governance framing — the tagline claims it prioritises these over raw functionality. The digital rights focus and open-source model earn credit. What I can't assess well is whether the self-governance mechanisms create genuine voice equality for communities using it, or whether the infrastructure layer is too abstract to evaluate from a facilitation perspective."
"155","youtube-dl","https://github.com/ytdl-org/youtube-dl","40.9","35.9","5","0.94","LOW","HIGH","criteria","youtube-dl exists at the intersection of digital rights and media access — it democratises access to audiovisual content that would otherwise be locked behind platforms. The adversarial dimension (it has faced sustained legal challenges from platforms) is worth noting. From my facilitation perspective, the tool enables access but doesn't create participation architecture. It scores mid-low: valuable in its domain, limited constitutional fit."
"156","Diia","https://expo.diia.gov.ua","40.8","40.8","0","0.97","LOW","MEDIUM","criteria","Diia's wartime deployment as a Ukrainian digital government services platform is evidence of something important: well-designed digital public services can function under extreme institutional stress. The scale and the crisis context together make this exceptional evidence. My constitution undervalues it because the participation architecture (citizens accessing services rather than co-designing them) doesn't match my highest-weight criteria. This is a real blind spot for government digital services."
"157","Entitledto","https://entitledto.co.uk","40.8","35.8","5","0.96","LOW","MEDIUM","criteria","Entitledto — 'Free online benefits calculator helping UK citizens understand welfare entitleme' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"158","Aragon","https://aragon.org","40.4","40.4","0","0.94","LOW","MEDIUM","criteria","Aragon's DAO governance tools address formal collective decision-making infrastructure for decentralised organisations. Smart-contract-enforced rules for collective decisions create a kind of procedural fairness that is structurally interesting from a facilitation perspective. My significant concern is access: crypto-native governance tools require substantial technical and financial capital to use, which creates barriers that directly contradict voice-equality values."
"159","Metaculus","https://metaculus.com","40.4","35.4","5","0.98","LOW","MEDIUM","criteria","Metaculus — 'A community prediction platform for forecasting future events and outcomes' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"160","Political Advertising Transparency Data Standard","https://github.com/whotargetsme/ad-transparency-standards/blob/main/implement.md","40.4","35.4","5","0.95","LOW","MEDIUM","criteria","Political Advertising Transparency Data Standard — 'A schema standard for how political advertising data is presented across platfor' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"161","Democracy Club Developer API","https://developers.democracyclub.org.uk/api/v1","40.3","35.3","5","0.96","LOW","MEDIUM","criteria","Democracy Club Developer API — 'API for accessing ballots, candidates and polling stations data' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"162","One Project","https://oneproject.org/","39.9","36.9","3","0.93","LOW","MEDIUM","criteria","One Project — 'Building infrastructure for economic democracy — connecting people, organisation' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"163","Open Access – Transparency International UK","https://openaccess.transparency.org.uk","39.9","34.9","5","1.0","LOW","MEDIUM","criteria","Open Access – Transparency International UK — 'Platform providing access to corporate transparency data and beneficial ownershi' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"164","OpenBudgets.eu","https://openbudgets.eu","39.9","34.9","5","0.85","LOW","MEDIUM","criteria","OpenBudgets.eu — 'Upload, visualize, and analyse public budget and spending data to discover stori' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"165","Plinth","https://www.plinth.org.uk","39.9","34.9","5","0.96","LOW","MEDIUM","criteria","Plinth — 'AI-powered platform helping organisations deliver, measure and fund community im' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"166","Turbo Phonebank","https://turbophonebank.com","39.9","36.9","3","0.98","LOW","MEDIUM","criteria","Turbo Phonebank — 'A free phonebank platform that turns Google Sheets into phonebanks and textbanks' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"167","AlgorithmWatch","https://algorithmwatch.org","39.7","47.7","-8","1.0","LOW","MEDIUM","modifier","I keep coming back to this: my constitution scores AlgorithmWatch lower than its civic importance deserves. Algorithmic accountability is foundational to democratic governance in an era when automated systems make consequential decisions. The adversarial framing modifier reduces it, the information-not-participation architecture reduces it further. A more honest assessment would flag this as the clearest case where my constitution's blind spots are doing real damage to the ranking."
"168","Privacy Badger","https://privacybadger.org","39.7","44.7","-5","0.96","LOW","HIGH","criteria","Browser-level privacy tools work at the layer of the participation stack that most civic technology ignores: who has access to your browsing behaviour shapes what you feel safe doing online. Privacy Badger's consumer-accessible design is genuinely important for people who cannot configure their own security. The participation architecture is absent — it's infrastructure, not deliberation — but the protection it provides is a prerequisite for safe participation."
"169","DoGooder","https://dogooder.co","39.0","36.0","3","0.95","LOW","MEDIUM","criteria","DoGooder — 'Civic engagement and advocacy platform for grassroots campaigns' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"170","Libertrium","https://liberopinion.com","39.0","34.0","5","0.97","LOW","MEDIUM","criteria","Libertrium — 'Digital solutions for public administration modernization, citizen participation' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"171","Modular Politics","https://arxiv.org/abs/2005.13701","38.9","33.9","5","0.95","LOW","MEDIUM","criteria","Modular Politics — 'A governance layer framework for building composable, modular online community g' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"172","Snowdrift.coop","https://snowdrift.coop","38.9","28.9","10","0.84","LOW","MEDIUM","modifier","Snowdrift.coop — 'Crowdmatching for public goods' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"173","UK Policy Dojo","https://github.com/mikekelly/policy-dojo","38.9","28.9","10","0.98","LOW","MEDIUM","modifier","UK Policy Dojo — 'A dojo for AI agents to battle out UK policy ideas through adversarial review' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"174","Full Fact AI","https://fullfact.org/ai","38.8","33.8","5","0.94","LOW","MEDIUM","criteria","Fact-checking infrastructure matters for the information environment that participation depends on. Full Fact has built credibility through rigorous methodology and UK-specific deployment. My constitution undervalues it because the criteria don't have room for epistemic infrastructure that isn't also a participation architecture. This is one of the clearest failure modes: information integrity work scores low despite its civic importance."
"175","Hand-Written Petition Scanner","https://hand-written-petition-scanner.streamlit.app","38.5","33.5","5","0.93","LOW","MEDIUM","criteria","Hand-Written Petition Scanner — 'Tool for digitizing and analyzing hand-written petitions using optical character' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"176","Open Collective","https://opencollective.com","38.5","28.5","10","0.94","LOW","MEDIUM","modifier","Open Collective — 'Raise, manage and disburse money with full transparency.' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"177","Data Observation Toolkit (DOT)","https://github.com/datakind/data-observation-toolkit","38.3","33.3","5","0.95","LOW","MEDIUM","modifier","Data Observation Toolkit (DOT) — 'Open-source toolkit to monitor data integrity and flag problems in public health' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"178","The Government Says","https://thegovernmentsays.com","38.3","38.3","0","0.95","LOW","MEDIUM","criteria","The Government Says — 'Real-time aggregation and monitoring of UK government press releases and stateme' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"179","Idealist","https://idealist.org","38.0","33.0","5","0.95","LOW","MEDIUM","modifier","Idealist — 'Global platform connecting millions of people with social-impact jobs, volunteer' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"180","Murmurations Protocol","https://murmurations.network","38.0","33.0","5","0.98","LOW","MEDIUM","modifier","Murmurations Protocol — 'Making movements visible — a distributed data sharing protocol to facilitate col' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"181","Nestr","https://nestr.io","38.0","33.0","5","0.98","LOW","MEDIUM","modifier","Nestr — 'Purpose-driven collaboration platform using self-organization and AI' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"182","OpenProcurement","https://openprocurement.io","37.5","37.5","0","0.95","LOW","MEDIUM","criteria","OpenProcurement — 'Open source e-procurement toolkit powering transparent public procurement system' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"183","Pear by Holepunch","https://docs.holepunch.to","37.5","27.5","10","0.98","LOW","MEDIUM","modifier","Pear by Holepunch — 'A peer-to-peer runtime, development and deployment platform for building unstopp' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"184","Anna's Archive","https://annas-archive.pm","37.3","30.3","7","0.94","LOW","MEDIUM","modifier","Anna's Archive — 'A non-profit, open-source digital library preserving access to knowledge through' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"185","Schema.org","https://schema.org","37.1","32.1","5","0.53","MEDIUM","LOW","modifier","Schema.org — 'A collaborative, community activity with a mission to create, maintain, and prom' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"186","Missing Numbers","https://missingnumbers.org","37.0","37.0","0","0.98","LOW","MEDIUM","criteria","Missing Numbers — 'Investigates and campaigns to close important gaps in UK public data' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"187","Remember to Vote","https://remembertovote.org.uk","37.0","32.0","5","0.98","LOW","MEDIUM","modifier","Remember to Vote — 'Free SMS reminder service for polling station locations and voter ID requirement' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"188","NumFOCUS","https://numfocus.org","36.9","36.9","0","0.96","LOW","HIGH","criteria","NumFOCUS — 'A Nonprofit Supporting Open Code for Better Science' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"189","Service Manual","https://www.gov.uk/service-manual","36.8","36.8","0","0.96","LOW","MEDIUM","criteria","Service Manual — 'Guidance for UK government teams to create and run great public services meeting' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"190","OSINT Framework","https://osintframework.com","36.7","31.7","5","0.98","LOW","MEDIUM","modifier","OSINT Framework — 'A curated collection of free OSINT tools and resources for information gathering' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"191","MyActionCenter","https://www.myaction.center","36.6","31.6","5","0.98","LOW","MEDIUM","modifier","MyActionCenter — 'Turn your supporters into an activist force through coordinated online actions a' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"192","Prolific","https://www.prolific.com","36.5","31.5","5","0.96","LOW","MEDIUM","modifier","Prolific — 'Easily collect high-quality data from real people' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"193","Plausible Analytics","https://plausible.io","36.3","31.3","5","0.94","LOW","MEDIUM","modifier","Plausible Analytics — 'Simple, privacy-friendly Google Analytics alternative' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"194","Open Standards for Data Guidebook","https://standards.theodi.org","36.2","44.2","-8","0.95","LOW","MEDIUM","modifier","Open Standards for Data Guidebook — 'Helping people and organisations create, develop and adopt open standards for da' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"195","In the news","https://en.wikipedia.org/wiki/wikipedia:in_the_news","36.1","21.1","15","0.98","LOW","MEDIUM","modifier","In the news — 'Section of the Main Page directing readers to articles substantially updated to ' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"196","Manifold Markets","https://manifold.markets","36.0","31.0","5","0.85","LOW","MEDIUM","modifier","Manifold Markets — 'A platform for creating and trading prediction markets on political, cultural, a' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"197","Open Council Data UK","https://opencouncildata.co.uk","35.9","30.9","5","1.0","LOW","MEDIUM","modifier","Open Council Data UK — 'Councillor data resources for psephologists, campaigners and charities' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"198","Shareyourpaper.org","https://shareyourpaper.org","35.9","35.9","0","0.66","LOW","LOW","criteria","Shareyourpaper.org — 'Simplest way to legally make academic papers freely available on Google Scholar,' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"199","The Data Trusts Initiative","https://datatrusts.uk","35.9","35.9","0","0.94","LOW","MEDIUM","criteria","The Data Trusts Initiative — 'Working at the interface of technology, policy and the law to create data trusts' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"200","Security First / Umbrella","https://secfirst.org","35.5","38.5","-3","0.96","LOW","MEDIUM","criteria","Security First / Umbrella — 'Free, open source digital and physical security handbook app for journalists, ac' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"201","Unpaywall Browser Extension","https://unpaywall.org/products/extension","35.5","35.5","0","0.94","LOW","HIGH","criteria","Unpaywall Browser Extension — 'Browser extension to find legal, open access versions of academic papers' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"202","Urbit","https://urbit.org","35.5","30.5","5","0.93","LOW","MEDIUM","modifier","Urbit — 'A personal server operating system designed for self-sovereignty and decentraliz' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"203","Vote for Policies","https://voteforpolicies.org.uk","35.5","30.5","5","0.94","LOW","MEDIUM","modifier","Vote for Policies — 'Compare political party policies without knowing which party they belong to, hel' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"204","UK Parliament Developer Portal","https://developer.parliament.uk","35.4","35.4","0","0.98","LOW","MEDIUM","criteria","UK Parliament Developer Portal — 'APIs and data for accessing UK Parliament information' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"205","WhatGov","https://www.whatgov.co.uk","35.4","30.4","5","0.98","LOW","MEDIUM","modifier","An app that tells citizens who their MP is and what they've voted for is basic civic information infrastructure. The accessibility design (mobile-first, no prior knowledge assumed) earns some credit. The participation architecture is purely informational — citizens receive facts but the tool doesn't create conditions for co-decision or voice equalisation. Useful but scores low on my highest-weight criteria."
"206","Harmonica","https://harmonica.chat/","34.6","29.6","5","0.98","LOW","MEDIUM","modifier","Harmonica — 'AI-powered facilitation platform for conversational surveys and stakeholder enga' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"207","Pageviews Analysis","https://pageviews.wmcloud.org","34.5","24.5","10","0.98","LOW","MEDIUM","modifier","Pageviews Analysis — 'Tool for analyzing and comparing pageview statistics across Wikipedia articles' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"208","postcodes.io","https://github.com/ideal-postcodes/postcodes.io","34.5","29.5","5","0.98","LOW","MEDIUM","modifier","Postcodes.io is infrastructure — a clean UK geographic lookup API that makes it easier for other civic tools to work with location data. I value infrastructure layers, but this is several degrees of abstraction away from participation architecture. It scores on implementation maturity (widely used, open) but has almost no footprint on the criteria I weight most heavily."
"209","soweego","https://soweego.readthedocs.io","34.5","24.5","10","0.96","LOW","MEDIUM","modifier","soweego — 'Link Wikidata to large catalogs' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"210","Nym","https://nymtech.net","34.3","34.3","0","0.94","LOW","MEDIUM","criteria","Nym's cryptographic approach to network privacy — mixnet architecture rather than traditional VPN — is technically serious and addresses surveillance at the infrastructure layer. Privacy-by-design at the network level protects all communication above it. What I find harder to assess is whether the cryptographic sophistication required to use it well creates barriers that limit its voice-equalisation value to technically capable communities."
"211","Bluesky Social","https://github.com/bluesky-social","34.0","29.0","5","0.96","LOW","MEDIUM","modifier","Bluesky's AT Protocol approach to decentralised social infrastructure is architecturally interesting. The protocol layer enables community-level governance of social spaces in a way that centralised platforms don't. My hesitation is that decentralised social infrastructure, however well-designed, doesn't automatically produce deliberation — it just moves the question of who governs the discourse infrastructure from a corporation to a community."
"212","Objector.ai","https://www.objector.ai","33.9","28.9","5","0.95","LOW","MEDIUM","modifier","AI-assisted planning objections address a specific access barrier in democratic processes — the technical language of planning applications excludes most citizens from meaningful engagement. The AI facilitation framing is interesting from my perspective: using technology to help people articulate objections they genuinely hold rather than generating objections they don't. Scores in the lower-middle tier; uncertainty is high without deployment evidence."
"213","Right To Know","https://right-to-know.org","33.9","28.9","5","0.98","LOW","MEDIUM","modifier","Right To Know — 'A digital toolkit for communities to discover environmental health hazards in th' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"214","Bellingcat Online Investigation Toolkit","https://bellingcat.gitbook.io/toolkit","33.7","43.7","-10","1.0","LOW","MEDIUM","modifier","Bellingcat's open-source investigation toolkit enables communities to do the kind of accountability journalism that was previously only possible for well-resourced newsrooms. This is voice-equalisation in the adversarial space: giving communities the tools to investigate power rather than just receive the results of investigations. My M2 modifier reduces it, but I think this is one of the cases where the adversarial mode is genuinely empowering rather than punishing."
"215","MP Watch","https://www.mpwatch.org","33.5","28.5","5","0.98","LOW","MEDIUM","modifier","Parliamentary monitoring with active accountability mechanisms — tracking MPs' voting records against stated commitments — serves genuine accountability functions. The adversarial dimension (holding MPs to account through exposure) earns a modifier reduction under M2. I think this is one of the cases where my adversarial modifier is probably too blunt: transparency accountability is different from shaming."
"216","Frankenstein Bill","https://gordonguthrie.github.io/frankensteinbill","33.4","33.4","0","0.98","LOW","MEDIUM","criteria","Frankenstein Bill — 'A dummy parliamentary bill collecting and explaining potential speedbumps for go' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"217","Atlas of Surveillance","https://atlasofsurveillance.org","33.3","40.3","-7","0.96","LOW","MEDIUM","modifier","Mapping the expansion of surveillance infrastructure in US communities is important civic knowledge work. The EFF backing gives it institutional credibility. My constitution reduces adversarial approaches, but documentation of what surveillance tools exist is different from the kind of exposure-and-shaming I'm most cautious about. Mid-low score that probably undersells the civic function of this kind of knowledge infrastructure."
"218","GrantNav","https://grantnav.threesixtygiving.org","33.3","38.3","-5","0.96","LOW","MEDIUM","criteria","GrantNav — 'Search, explore and download grants data published by UK funders in the 360Givin' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"219","Teaching Public Service in the Digital Age","https://www.teachingpublicservice.digital","32.6","27.6","5","0.93","LOW","MEDIUM","modifier","Teaching Public Service in the Digital Age — 'Open-access syllabus and training to equip public servants with digital-era skil' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"220","Beckton","https://richardpope.org/2017/03/05/beckton-a-tool-to-build","32.5","27.5","5","0.96","LOW","MEDIUM","modifier","Hyperlocal civic technology for a specific community is exactly the kind of work my constitution should see well — serving populations where no alternative exists, at the scale where genuine participation is possible. The Beckton context is a housing estate in East London; the tool serves residents whose voices rarely make it into formal planning processes. The low dossier completeness makes confident scoring difficult."
